,Unnamed: 0,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,TEAM_ABBREVIATION,WL,PTDIFF
511,9,2017-11-22T00:00:00,5,0021700257,1610612748,Miami,8-9,27.0,27.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.494,0.875,0.35700000000000004,20.0,48.0,16.0,240:00,0.556,0.198,0.165,0.189,0.47,0.321,0.11,0.146,MIA,w,6.0
508,6,2017-11-22T00:00:00,4,0021700256,1610612746,LA,6-11,29.0,33.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.579,0.684,0.5,30.0,33.0,15.0,240:00,0.678,0.25,0.178,0.182,0.542,0.181,0.157,0.25,LAC,w,13.0
509,7,2017-11-22T00:00:00,4,0021700256,1610612737,Atlanta,3-15,30.0,33.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.48200000000000004,0.867,0.345,26.0,36.0,15.0,240:00,0.542,0.181,0.157,0.25,0.678,0.25,0.178,0.182,ATL,l,-13.0
514,12,2017-11-22T00:00:00,7,0021700259,1610612743,Denver,10-8,17.0,23.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.402,0.652,0.303,19.0,43.0,19.0,240:00,0.46,0.264,0.204,0.283,0.659,0.28,0.176,0.222,DEN,l,-30.0
515,13,2017-11-22T00:00:00,7,0021700259,1610612745,Houston,14-4,36.0,39.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.5489999999999999,0.7390000000000001,0.439,30.0,46.0,18.0,240:00,0.659,0.28,0.176,0.222,0.46,0.264,0.204,0.283,HOU,w,30.0
512,10,2017-11-22T00:00:00,6,0021700258,1610612761,Toronto,11-6,34.0,25.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.425,0.667,0.368,21.0,42.0,15.0,240:00,0.506,0.207,0.153,0.261,0.505,0.183,0.121,0.302,TOR,l,-8.0
513,11,2017-11-22T00:00:00,6,0021700258,1610612752,New York,10-7,26.0,22.0,41.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.462,0.8240000000000001,0.33299999999999996,29.0,47.0,11.0,240:00,0.505,0.183,0.121,0.302,0.506,0.207,0.153,0.261,NYK,w,8.0
780,2,2017-12-11T00:00:00,2,0021700392,1610612740,New Orleans,14-14,41.0,35.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.5760000000000001,0.5379999999999999,0.545,32.0,41.0,18.0,240:00,0.682,0.153,0.175,0.158,0.642,0.284,0.087,0.103,NOP,l,-7.0
781,3,2017-12-11T00:00:00,2,0021700392,1610612745,Houston,21-4,35.0,43.0,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.545,0.68,0.37799999999999995,30.0,36.0,9.0,240:00,0.642,0.284,0.087,0.103,0.682,0.153,0.175,0.158,HOU,w,7.0
782,4,2017-12-11T00:00:00,3,0021700393,1610612748,Miami,13-13,21.0,24.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.561,0.792,0.519,24.0,35.0,13.0,240:00,0.667,0.364,0.158,0.074,0.444,0.375,0.161,0.154,MIA,w,25.0
783,5,2017-12-11T00:00:00,3,0021700393,1610612763,Memphis,8-19,23.0,19.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.389,0.667,0.29600000000000004,17.0,31.0,14.0,240:00,0.444,0.375,0.161,0.154,0.667,0.364,0.158,0.074,MEM,l,-25.0
784,6,2017-12-11T00:00:00,4,0021700394,1610612766,Charlotte,10-16,34.0,18.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.531,0.708,0.52,22.0,41.0,12.0,240:00,0.611,0.296,0.145,0.243,0.465,0.294,0.141,0.256,CHA,w,13.0
785,7,2017-12-11T00:00:00,4,0021700394,1610612760,Oklahoma City,12-14,26.0,26.0,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.41200000000000003,0.96,0.34600000000000003,16.0,39.0,14.0,240:00,0.465,0.294,0.141,0.256,0.611,0.296,0.145,0.243,OKC,l,-13.0
786,8,2017-12-11T00:00:00,5,0021700395,1610612757,Portland,13-13,28.0,19.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.42,0.92,0.25,14.0,39.0,9.0,240:00,0.46,0.284,0.103,0.25,0.613,0.213,0.147,0.182,POR,l,-7.0
787,9,2017-12-11T00:00:00,5,0021700395,1610612744,Golden State,22-6,27.0,33.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.55,0.765,0.5,26.0,42.0,14.0,240:00,0.613,0.213,0.147,0.182,0.46,0.284,0.103,0.25,GSW,w,7.0
788,10,2017-12-11T00:00:00,6,0021700396,1610612761,Toronto,17-8,30.0,23.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.4,0.769,0.24100000000000002,18.0,43.0,13.0,240:00,0.444,0.325,0.128,0.065,0.413,0.261,0.119,0.259,TOR,l,-5.0
789,11,2017-12-11T00:00:00,6,0021700396,1610612746,LA,10-15,19.0,32.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.37,0.833,0.222,18.0,57.0,12.0,240:00,0.413,0.261,0.119,0.259,0.444,0.325,0.128,0.065,LAC,w,5.0
790,0,2017-12-12T00:00:00,1,0021700397,1610612737,Atlanta,6-21,31.0,17.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.467,0.9229999999999999,0.444,26.0,37.0,10.0,240:00,0.554,0.141,0.102,0.244,0.674,0.116,0.133,0.182,ATL,l,-9.0
791,1,2017-12-12T00:00:00,1,0021700397,1610612739,Cleveland,20-8,31.0,31.0,32.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.5579999999999999,0.7,0.526,35.0,37.0,13.0,240:00,0.674,0.116,0.133,0.182,0.554,0.141,0.102,0.244,CLE,w,9.0
954,16,2017-12-22T00:00:00,9,0021700479,1610612747,Los Angeles,11-19,24.0,20.0,28.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.426,0.682,0.379,22.0,46.0,15.0,240:00,0.484,0.234,0.161,0.319,0.535,0.318,0.156,0.244,LAL,l,-7.0
955,17,2017-12-22T00:00:00,9,0021700479,1610612744,Golden State,26-6,27.0,34.0,23.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.494,0.815,0.292,24.0,42.0,15.0,240:00,0.535,0.318,0.156,0.244,0.484,0.234,0.161,0.319,GSW,w,7.0
952,14,2017-12-22T00:00:00,8,0021700478,1610612743,Denver,17-15,28.0,24.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.494,0.733,0.28,19.0,49.0,14.0,240:00,0.535,0.176,0.156,0.4,0.458,0.193,0.111,0.233,DEN,w,17.0
953,15,2017-12-22T00:00:00,8,0021700478,1610612757,Portland,16-16,22.0,19.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.42200000000000004,0.563,0.273,15.0,34.0,9.0,240:00,0.458,0.193,0.111,0.233,0.535,0.176,0.156,0.4,POR,l,-17.0
1544,16,2018-02-02T00:00:00,9,0021700774,1610612744,Golden State,41-11,29.0,29.0,26.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.55,0.875,0.515,25.0,51.0,25.0,240:00,0.656,0.2,0.238,0.206,0.495,0.158,0.12,0.12,GSW,w,15.0
1545,17,2018-02-02T00:00:00,9,0021700774,1610612758,Sacramento,16-35,27.0,25.0,23.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.442,0.667,0.4,22.0,33.0,10.0,240:00,0.495,0.158,0.12,0.12,0.656,0.2,0.238,0.206,SAC,l,-15.0
1546,0,2018-02-03T00:00:00,1,0021700775,1610612741,Chicago,18-34,17.0,35.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.361,1.0,0.324,22.0,48.0,11.0,240:00,0.423,0.216,0.114,0.228,0.506,0.318,0.134,0.222,CHI,l,-10.0
1547,1,2018-02-03T00:00:00,1,0021700775,1610612746,LA,26-25,22.0,35.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.455,0.857,0.36,23.0,54.0,13.0,240:00,0.506,0.318,0.134,0.222,0.423,0.216,0.114,0.228,LAC,w,10.0
1540,12,2018-02-02T00:00:00,7,0021700772,1610612740,New Orleans,28-23,22.0,32.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.511,0.6920000000000001,0.542,30.0,41.0,16.0,240:00,0.583,0.144,0.15,0.119,0.428,0.206,0.15,0.294,NOP,w,14.0
1541,13,2018-02-02T00:00:00,7,0021700772,1610612760,Oklahoma City,30-23,32.0,26.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.381,0.85,0.25,24.0,52.0,16.0,240:00,0.428,0.206,0.15,0.294,0.583,0.144,0.15,0.119,OKC,l,-14.0
1542,14,2018-02-02T00:00:00,8,0021700773,1610612762,Utah,23-28,28.0,34.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.5670000000000001,0.706,0.517,30.0,51.0,11.0,240:00,0.65,0.189,0.111,0.257,0.466,0.218,0.118,0.125,UTA,w,32.0
1543,15,2018-02-02T00:00:00,8,0021700773,1610612756,Phoenix,18-35,23.0,17.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.414,0.8420000000000001,0.273,19.0,32.0,12.0,240:00,0.466,0.218,0.118,0.125,0.65,0.189,0.111,0.257,PHX,l,-32.0
1536,8,2018-02-02T00:00:00,5,0021700770,1610612748,Miami,29-23,23.0,18.0,19.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.391,0.654,0.324,20.0,49.0,11.0,240:00,0.46,0.299,0.127,0.348,0.541,0.176,0.108,0.214,MIA,l,-6.0
1537,9,2018-02-02T00:00:00,5,0021700770,1610612755,Philadelphia,25-24,24.0,27.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.494,0.733,0.33299999999999996,28.0,39.0,10.0,240:00,0.541,0.176,0.108,0.214,0.46,0.299,0.127,0.348,PHI,w,6.0
1538,10,2018-02-02T00:00:00,6,0021700771,1610612752,New York,23-30,29.0,26.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.40399999999999997,0.765,0.2,24.0,57.0,18.0,240:00,0.433,0.191,0.195,0.36,0.48,0.342,0.116,0.093,NYK,l,-2.0
1539,11,2018-02-02T00:00:00,6,0021700771,1610612749,Milwaukee,28-23,28.0,27.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.434,0.731,0.292,18.0,36.0,11.0,240:00,0.48,0.342,0.116,0.093,0.433,0.191,0.195,0.36,MIL,w,2.0
938,0,2017-12-22T00:00:00,1,0021700471,1610612752,New York,17-15,21.0,23.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.45399999999999996,0.833,0.33299999999999996,25.0,51.0,14.0,240:00,0.495,0.062,0.152,0.356,0.489,0.284,0.125,0.3,NYK,l,-3.0
939,1,2017-12-22T00:00:00,1,0021700471,1610612765,Detroit,18-14,25.0,27.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.43200000000000005,0.72,0.4,19.0,44.0,11.0,240:00,0.489,0.284,0.125,0.3,0.495,0.062,0.152,0.356,DET,w,3.0
936,8,2017-12-21T00:00:00,5,0021700470,1610612759,San Antonio,22-11,17.0,21.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.436,0.688,0.47600000000000003,14.0,38.0,14.0,240:00,0.5,0.205,0.149,0.122,0.541,0.324,0.159,0.132,SAS,l,-11.0
937,9,2017-12-21T00:00:00,5,0021700470,1610612762,Utah,15-18,24.0,26.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.45899999999999996,0.833,0.462,18.0,41.0,12.0,240:00,0.541,0.324,0.159,0.132,0.5,0.205,0.149,0.122,UTA,w,11.0
942,4,2017-12-22T00:00:00,3,0021700473,1610612764,Washington,17-15,23.0,20.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.366,0.733,0.25,22.0,35.0,7.0,240:00,0.392,0.161,0.07,0.13,0.58,0.239,0.176,0.317,WAS,l,-35.0
943,5,2017-12-22T00:00:00,3,0021700473,1610612751,Brooklyn,12-19,26.0,27.0,35.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.5,0.81,0.341,29.0,60.0,14.0,240:00,0.58,0.239,0.176,0.317,0.392,0.161,0.07,0.13,BKN,w,35.0
940,2,2017-12-22T00:00:00,2,0021700472,1610612740,New Orleans,16-16,32.0,28.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.5,0.625,0.33299999999999996,23.0,48.0,15.0,240:00,0.558,0.279,0.149,0.268,0.447,0.341,0.138,0.213,NOP,w,14.0
941,3,2017-12-22T00:00:00,2,0021700472,1610612753,Orlando,11-22,20.0,30.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.424,0.7240000000000001,0.2,16.0,40.0,14.0,240:00,0.447,0.341,0.138,0.213,0.558,0.279,0.149,0.268,ORL,l,-14.0
946,8,2017-12-22T00:00:00,5,0021700475,1610612746,LA,13-18,23.0,29.0,35.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.473,0.774,0.429,24.0,38.0,8.0,240:00,0.571,0.341,0.077,0.209,0.571,0.449,0.176,0.237,LAC,w,10.0
947,9,2017-12-22T00:00:00,5,0021700475,1610612745,Houston,25-6,33.0,32.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.462,0.8290000000000001,0.425,16.0,43.0,17.0,240:00,0.571,0.449,0.176,0.237,0.571,0.341,0.077,0.209,HOU,l,-10.0
944,6,2017-12-22T00:00:00,4,0021700474,1610612742,Dallas,9-24,23.0,30.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.507,0.727,0.486,28.0,22.0,8.0,240:00,0.62,0.147,0.094,0.083,0.75,0.083,0.142,0.095,DAL,l,-12.0
945,7,2017-12-22T00:00:00,4,0021700474,1610612748,Miami,17-15,32.0,21.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.639,0.833,0.64,25.0,35.0,11.0,240:00,0.75,0.083,0.142,0.095,0.62,0.147,0.094,0.083,MIA,w,12.0
950,12,2017-12-22T00:00:00,7,0021700477,1610612737,Atlanta,7-25,28.0,22.0,31.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.518,0.8240000000000001,0.469,28.0,27.0,15.0,240:00,0.606,0.2,0.166,0.219,0.616,0.378,0.191,0.429,ATL,l,-3.0
951,13,2017-12-22T00:00:00,7,0021700477,1610612760,Oklahoma City,17-15,28.0,36.0,18.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.537,0.613,0.52,24.0,40.0,19.0,240:00,0.616,0.378,0.191,0.429,0.606,0.2,0.166,0.219,OKC,w,3.0
948,10,2017-12-22T00:00:00,6,0021700476,1610612766,Charlotte,11-21,23.0,36.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.44299999999999995,0.8240000000000001,0.462,21.0,43.0,9.0,240:00,0.511,0.193,0.094,0.196,0.517,0.264,0.081,0.15,CHA,l,-5.0
949,11,2017-12-22T00:00:00,6,0021700476,1610612749,Milwaukee,17-13,26.0,26.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.47100000000000003,0.826,0.276,27.0,43.0,7.0,240:00,0.517,0.264,0.081,0.15,0.511,0.193,0.094,0.196,MIL,w,5.0
1214,12,2018-01-10T00:00:00,7,0021700609,1610612740,New Orleans,20-20,38.0,23.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.442,0.6759999999999999,0.314,20.0,40.0,12.0,240:00,0.513,0.442,0.126,0.2,0.449,0.364,0.102,0.311,NOP,l,-3.0
1215,13,2018-01-10T00:00:00,7,0021700609,1610612763,Memphis,13-27,29.0,31.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.42,0.813,0.263,21.0,50.0,9.0,240:00,0.449,0.364,0.102,0.311,0.513,0.442,0.126,0.2,MEM,w,3.0
1020,12,2017-12-27T00:00:00,7,0021700512,1610612761,Toronto,23-10,38.0,25.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.424,0.9229999999999999,0.289,24.0,34.0,11.0,240:00,0.488,0.306,0.11,0.159,0.58,0.379,0.122,0.357,TOR,l,-17.0
1021,13,2017-12-27T00:00:00,7,0021700512,1610612760,Oklahoma City,20-15,32.0,34.0,36.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.529,0.6970000000000001,0.36,25.0,52.0,12.0,240:00,0.58,0.379,0.122,0.357,0.488,0.306,0.11,0.159,OKC,w,17.0
1574,10,2018-02-04T00:00:00,6,0021700789,1610612766,Charlotte,23-29,25.0,23.0,38.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.41700000000000004,0.862,0.263,24.0,43.0,8.0,240:00,0.469,0.302,0.077,0.26,0.63,0.169,0.191,0.063,CHA,w,5.0
1575,11,2018-02-04T00:00:00,6,0021700789,1610612756,Phoenix,18-36,31.0,28.0,35.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.532,1.0,0.517,24.0,39.0,19.0,240:00,0.63,0.169,0.191,0.063,0.469,0.302,0.077,0.26,PHX,l,-5.0
1572,8,2018-02-04T00:00:00,5,0021700788,1610612747,Los Angeles,21-31,25.0,26.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.488,0.611,0.433,24.0,40.0,19.0,240:00,0.564,0.209,0.181,0.195,0.489,0.281,0.171,0.289,LAL,w,4.0
1573,9,2018-02-04T00:00:00,5,0021700788,1610612760,Oklahoma City,30-24,22.0,27.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.449,0.68,0.28,17.0,46.0,17.0,240:00,0.489,0.281,0.171,0.289,0.564,0.209,0.181,0.195,OKC,l,-4.0
1022,14,2017-12-27T00:00:00,8,0021700513,1610612739,Cleveland,24-11,27.0,28.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.43200000000000005,0.76,0.387,19.0,37.0,11.0,240:00,0.514,0.338,0.133,0.175,0.595,0.228,0.121,0.189,CLE,l,-14.0
1023,15,2017-12-27T00:00:00,8,0021700513,1610612758,Sacramento,12-22,28.0,34.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.519,0.833,0.4,25.0,40.0,11.0,240:00,0.595,0.228,0.121,0.189,0.514,0.338,0.133,0.175,SAC,w,14.0
1562,16,2018-02-03T00:00:00,9,0021700783,1610612742,Dallas,17-36,27.0,29.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.494,0.7859999999999999,0.317,28.0,36.0,13.0,240:00,0.572,0.169,0.149,0.265,0.573,0.073,0.171,0.206,DAL,w,7.0
1563,17,2018-02-03T00:00:00,9,0021700783,1610612758,Sacramento,16-36,28.0,26.0,31.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.524,0.833,0.29600000000000004,23.0,32.0,16.0,240:00,0.573,0.073,0.171,0.206,0.572,0.169,0.149,0.265,SAC,l,-7.0
1560,14,2018-02-03T00:00:00,8,0021700782,1610612744,Golden State,41-12,32.0,24.0,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.5,0.609,0.258,28.0,42.0,13.0,240:00,0.547,0.267,0.141,0.256,0.495,0.319,0.154,0.34,GSW,l,-7.0
1561,15,2018-02-03T00:00:00,8,0021700782,1610612743,Denver,28-25,29.0,26.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.429,0.862,0.414,28.0,48.0,15.0,240:00,0.495,0.319,0.154,0.34,0.547,0.267,0.141,0.256,DEN,w,7.0
1558,12,2018-02-03T00:00:00,7,0021700781,1610612762,Utah,24-28,33.0,28.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.565,0.833,0.522,26.0,37.0,17.0,240:00,0.652,0.522,0.184,0.167,0.538,0.198,0.12,0.256,UTA,w,9.0
1559,13,2018-02-03T00:00:00,7,0021700781,1610612759,San Antonio,34-21,24.0,25.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.484,0.722,0.385,25.0,36.0,12.0,240:00,0.538,0.198,0.12,0.256,0.652,0.522,0.184,0.167,SAS,l,-9.0
1098,4,2018-01-02T00:00:00,3,0021700551,1610612737,Atlanta,10-27,27.0,21.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.414,0.84,0.32299999999999995,18.0,40.0,16.0,240:00,0.471,0.287,0.165,0.321,0.552,0.338,0.221,0.324,ATL,l,-1.0
1099,5,2018-01-02T00:00:00,3,0021700551,1610612756,Phoenix,15-24,19.0,30.0,24.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.506,0.731,0.318,24.0,47.0,21.0,240:00,0.552,0.338,0.221,0.324,0.471,0.287,0.165,0.321,PHX,w,1.0
1570,6,2018-02-04T00:00:00,4,0021700787,1610612763,Memphis,18-34,24.0,20.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.358,0.87,0.32,17.0,45.0,19.0,240:00,0.407,0.284,0.196,0.277,0.494,0.169,0.123,0.238,MEM,l,-15.0
1571,7,2018-02-04T00:00:00,4,0021700787,1610612761,Toronto,36-16,25.0,31.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.461,0.867,0.171,21.0,44.0,11.0,240:00,0.494,0.169,0.123,0.238,0.407,0.284,0.196,0.277,TOR,w,15.0
1016,8,2017-12-27T00:00:00,5,0021700510,1610612743,Denver,19-16,23.0,35.0,24.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.462,0.8390000000000001,0.385,26.0,48.0,9.0,265:00,0.544,0.341,0.088,0.239,0.589,0.333,0.059,0.159,DEN,l,-3.0
1017,9,2017-12-27T00:00:00,5,0021700510,1610612750,Minnesota,22-13,35.0,36.0,17.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.522,0.733,0.414,27.0,42.0,6.0,265:00,0.589,0.333,0.059,0.159,0.544,0.341,0.088,0.239,MIN,w,3.0
1566,2,2018-02-04T00:00:00,2,0021700785,1610612749,Milwaukee,29-23,36.0,26.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.519,0.81,0.42100000000000004,19.0,54.0,13.0,240:00,0.568,0.259,0.155,0.359,0.461,0.156,0.096,0.216,MIL,w,15.0
1567,3,2018-02-04T00:00:00,2,0021700785,1610612751,Brooklyn,19-35,22.0,19.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.41100000000000003,0.7859999999999999,0.31,25.0,36.0,9.0,240:00,0.461,0.156,0.096,0.216,0.568,0.259,0.155,0.359,BKN,l,-15.0
1564,0,2018-02-04T00:00:00,1,0021700784,1610612757,Portland,29-24,26.0,28.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.396,0.7859999999999999,0.419,21.0,46.0,8.0,240:00,0.467,0.154,0.084,0.192,0.5,0.2,0.116,0.2,POR,l,-1.0
1565,1,2018-02-04T00:00:00,1,0021700784,1610612738,Boston,39-15,19.0,19.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.41200000000000003,0.706,0.41700000000000004,24.0,51.0,11.0,240:00,0.5,0.2,0.116,0.2,0.467,0.154,0.084,0.192,BOS,w,1.0
146,10,2017-10-27T00:00:00,6,0021700075,1610612764,Washington,3-2,34.0,33.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.44299999999999995,0.727,0.455,30.0,41.0,14.0,240:00,0.521,0.227,0.116,0.0,0.537,0.211,0.141,0.0,WAS,l,-3.0
147,11,2017-10-27T00:00:00,6,0021700075,1610612744,Golden State,4-2,27.0,26.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.484,0.9,0.263,33.0,53.0,17.0,240:00,0.537,0.211,0.141,0.0,0.521,0.227,0.116,0.0,GSW,w,3.0
