,Unnamed: 0,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,TEAM_ABBREVIATION,WL,PTDIFF
801,11,2017-12-12T00:00:00,6,0021700401,1610612750,Minnesota,16-12,27.0,24.0,25.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.40700000000000003,0.7040000000000001,0.172,19.0,50.0,10.0,265:00,0.431,0.25,0.089,0.274,0.569,0.4,0.23,0.175,MIN,l,-6.0
2110,0,2018-03-20T00:00:00,1,0021701058,1610612761,Toronto,53-18,24.0,28.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.455,0.529,0.389,19.0,45.0,17.0,240:00,0.545,0.221,0.178,0.146,0.461,0.056,0.154,0.204,TOR,w,7.0
2111,1,2018-03-20T00:00:00,1,0021701058,1610612753,Orlando,21-50,25.0,26.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.41100000000000003,0.6,0.36,22.0,45.0,12.0,240:00,0.461,0.056,0.154,0.204,0.545,0.221,0.178,0.146,ORL,l,-7.0
2112,2,2018-03-20T00:00:00,2,0021701059,1610612760,Oklahoma City,43-30,26.0,22.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.41200000000000003,0.655,0.37,19.0,44.0,13.0,240:00,0.471,0.341,0.127,0.163,0.489,0.184,0.186,0.234,OKC,l,-1.0
2113,3,2018-03-20T00:00:00,2,0021701059,1610612738,Boston,48-23,18.0,27.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.414,0.938,0.361,22.0,52.0,17.0,240:00,0.489,0.184,0.186,0.234,0.471,0.341,0.127,0.163,BOS,w,1.0
296,2,2017-11-07T00:00:00,2,0021700150,1610612740,New Orleans,6-5,34.0,27.0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.506,0.682,0.4,23.0,43.0,12.0,240:00,0.586,0.253,0.132,0.268,0.522,0.194,0.109,0.256,NOP,w,5.0
297,3,2017-11-07T00:00:00,2,0021700150,1610612754,Indiana,5-6,37.0,38.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.473,0.833,0.375,19.0,41.0,10.0,240:00,0.522,0.194,0.109,0.256,0.586,0.253,0.132,0.268,IND,l,-5.0
298,4,2017-11-07T00:00:00,3,0021700151,1610612742,Dallas,2-10,36.0,28.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.473,0.8,0.36700000000000005,26.0,53.0,11.0,240:00,0.533,0.22,0.119,0.234,0.493,0.427,0.148,0.067,DAL,w,14.0
299,5,2017-11-07T00:00:00,3,0021700151,1610612764,Washington,5-5,34.0,19.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.42700000000000005,0.7809999999999999,0.4,21.0,39.0,15.0,240:00,0.493,0.427,0.148,0.067,0.533,0.22,0.119,0.234,WAS,l,-14.0
1412,14,2018-01-24T00:00:00,8,0021700708,1610612750,Minnesota,31-19,29.0,25.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.536,0.818,0.375,20.0,33.0,6.0,240:00,0.571,0.262,0.092,0.139,0.652,0.256,0.114,0.176,MIN,l,-9.0
1413,15,2018-01-24T00:00:00,8,0021700708,1610612757,Portland,26-22,25.0,29.0,43.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.5489999999999999,0.762,0.5479999999999999,24.0,37.0,10.0,240:00,0.652,0.256,0.114,0.176,0.571,0.262,0.092,0.139,POR,w,9.0
804,0,2017-12-13T00:00:00,1,0021700404,1610612760,Oklahoma City,13-14,22.0,29.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.409,0.625,0.44799999999999995,26.0,52.0,13.0,240:00,0.483,0.273,0.147,0.354,0.511,0.067,0.148,0.239,OKC,w,5.0
805,1,2017-12-13T00:00:00,1,0021700404,1610612754,Indiana,16-12,27.0,19.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.449,0.667,0.355,18.0,42.0,13.0,240:00,0.511,0.067,0.148,0.239,0.483,0.273,0.147,0.354,IND,l,-5.0
2448,14,2018-04-11T00:00:00,8,0021701226,1610612759,San Antonio,47-35,26.0,17.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.402,0.8420000000000001,0.33299999999999996,22.0,38.0,17.0,240:00,0.446,0.207,0.161,0.231,0.619,0.216,0.182,0.297,SAS,l,-24.0
2449,15,2018-04-11T00:00:00,8,0021701226,1610612740,New Orleans,48-34,27.0,34.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.591,0.684,0.263,30.0,51.0,19.0,240:00,0.619,0.216,0.182,0.297,0.446,0.207,0.161,0.231,NOP,w,24.0
806,2,2017-12-13T00:00:00,2,0021700405,1610612746,LA,11-15,13.0,32.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.44299999999999995,0.8,0.462,25.0,51.0,8.0,240:00,0.511,0.227,0.09,0.136,0.472,0.239,0.117,0.135,LAC,w,11.0
807,3,2017-12-13T00:00:00,2,0021700405,1610612753,Orlando,11-18,24.0,16.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.42,0.5710000000000001,0.33299999999999996,24.0,45.0,12.0,240:00,0.472,0.239,0.117,0.135,0.511,0.227,0.09,0.136,ORL,l,-11.0
1378,8,2018-01-22T00:00:00,5,0021700691,1610612756,Phoenix,17-30,26.0,27.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.494,0.9,0.34600000000000003,31.0,34.0,21.0,240:00,0.551,0.253,0.218,0.273,0.57,0.521,0.185,0.242,PHX,l,-4.0
1379,9,2018-01-22T00:00:00,5,0021700691,1610612749,Milwaukee,24-22,30.0,23.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.535,0.757,0.294,20.0,32.0,17.0,240:00,0.57,0.521,0.185,0.242,0.551,0.253,0.218,0.273,MIL,w,4.0
1376,6,2018-01-22T00:00:00,4,0021700690,1610612755,Philadelphia,22-21,30.0,25.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.451,0.742,0.452,21.0,48.0,23.0,240:00,0.549,0.437,0.259,0.432,0.487,0.449,0.127,0.256,PHI,l,-4.0
1377,7,2018-01-22T00:00:00,4,0021700690,1610612763,Memphis,17-29,19.0,30.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.423,0.8290000000000001,0.385,14.0,32.0,12.0,240:00,0.487,0.449,0.127,0.256,0.549,0.437,0.259,0.432,MEM,w,4.0
52,2,2017-10-21T00:00:00,2,0021700028,1610612753,Orlando,2-1,36.0,20.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.444,0.85,0.486,28.0,50.0,12.0,240:00,0.539,0.222,0.121,0.267,0.424,0.314,0.156,0.224,ORL,w,21.0
53,3,2017-10-21T00:00:00,2,0021700028,1610612739,Cleveland,2-1,18.0,27.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.384,0.741,0.28,15.0,44.0,16.0,240:00,0.424,0.314,0.156,0.224,0.539,0.222,0.121,0.267,CLE,l,-21.0
54,4,2017-10-21T00:00:00,3,0021700029,1610612754,Indiana,1-2,31.0,19.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.44799999999999995,0.7140000000000001,0.368,18.0,45.0,10.0,240:00,0.484,0.219,0.098,0.25,0.598,0.161,0.138,0.158,IND,l,-4.0
55,5,2017-10-21T00:00:00,3,0021700029,1610612748,Miami,1-1,26.0,37.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.517,0.5710000000000001,0.41200000000000003,24.0,45.0,14.0,240:00,0.598,0.161,0.138,0.158,0.484,0.219,0.098,0.25,MIA,w,4.0
1386,16,2018-01-22T00:00:00,9,0021700695,1610612750,Minnesota,31-18,30.0,31.0,31.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.473,0.846,0.318,20.0,47.0,13.0,240:00,0.511,0.429,0.143,0.36,0.613,0.262,0.166,0.216,MIN,w,8.0
1387,17,2018-01-22T00:00:00,9,0021700695,1610612746,LA,23-23,26.0,31.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.56,0.682,0.33299999999999996,31.0,40.0,17.0,240:00,0.613,0.262,0.166,0.216,0.511,0.429,0.143,0.36,LAC,l,-8.0
808,4,2017-12-13T00:00:00,3,0021700406,1610612763,Memphis,8-20,12.0,17.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.38299999999999995,0.938,0.35700000000000004,18.0,47.0,16.0,240:00,0.444,0.198,0.179,0.208,0.526,0.312,0.155,0.14,MEM,l,-6.0
809,5,2017-12-13T00:00:00,3,0021700406,1610612764,Washington,15-13,22.0,19.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.46799999999999997,0.5,0.409,21.0,44.0,15.0,240:00,0.526,0.312,0.155,0.14,0.444,0.198,0.179,0.208,WAS,w,6.0
1390,2,2018-01-23T00:00:00,2,0021700697,1610612751,Brooklyn,18-30,26.0,33.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.46799999999999997,0.72,0.42100000000000004,27.0,45.0,12.0,240:00,0.57,0.316,0.146,0.19,0.463,0.34,0.042,0.302,BKN,l,-1.0
1391,3,2018-01-23T00:00:00,2,0021700697,1610612760,Oklahoma City,27-20,30.0,17.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.426,0.688,0.28,12.0,50.0,4.0,240:00,0.463,0.34,0.042,0.302,0.57,0.316,0.146,0.19,OKC,w,1.0
1388,0,2018-01-23T00:00:00,1,0021700696,1610612758,Sacramento,14-33,28.0,24.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.494,0.846,0.308,24.0,44.0,14.0,240:00,0.54,0.149,0.146,0.275,0.5,0.229,0.175,0.25,SAC,w,6.0
1389,1,2018-01-23T00:00:00,1,0021700696,1610612753,Orlando,14-33,27.0,26.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.434,0.8420000000000001,0.355,23.0,40.0,17.0,240:00,0.5,0.229,0.175,0.25,0.54,0.149,0.146,0.275,ORL,l,-6.0
40,10,2017-10-20T00:00:00,6,0021700022,1610612753,Orlando,1-1,27.0,28.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.506,0.867,0.545,30.0,40.0,22.0,240:00,0.607,0.169,0.203,0.214,0.549,0.38,0.163,0.326,ORL,l,-5.0
41,11,2017-10-20T00:00:00,6,0021700022,1610612751,Brooklyn,1-1,29.0,29.0,31.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.5,0.7140000000000001,0.33299999999999996,22.0,48.0,18.0,240:00,0.549,0.38,0.163,0.326,0.607,0.169,0.203,0.214,BKN,w,5.0
42,12,2017-10-20T00:00:00,7,0021700023,1610612762,Utah,1-1,16.0,26.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.48100000000000004,0.8240000000000001,0.409,23.0,38.0,19.0,240:00,0.539,0.221,0.197,0.171,0.488,0.321,0.163,0.244,UTA,l,-3.0
43,13,2017-10-20T00:00:00,7,0021700023,1610612750,Minnesota,1-1,19.0,27.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.444,0.8079999999999999,0.318,17.0,44.0,15.0,240:00,0.488,0.321,0.163,0.244,0.539,0.221,0.197,0.171,MIN,w,3.0
36,6,2017-10-20T00:00:00,4,0021700020,1610612765,Detroit,1-1,31.0,34.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.494,0.75,0.435,19.0,33.0,19.0,240:00,0.552,0.23,0.181,0.25,0.573,0.467,0.169,0.233,DET,l,-4.0
37,7,2017-10-20T00:00:00,4,0021700020,1610612764,Washington,2-0,29.0,29.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.5329999999999999,0.8290000000000001,0.353,25.0,37.0,16.0,240:00,0.573,0.467,0.169,0.233,0.552,0.23,0.181,0.25,WAS,w,4.0
38,8,2017-10-20T00:00:00,5,0021700021,1610612739,Cleveland,2-0,25.0,30.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.5429999999999999,1.0,0.423,25.0,44.0,17.0,240:00,0.611,0.21,0.185,0.29,0.53,0.146,0.159,0.186,CLE,w,19.0
39,9,2017-10-20T00:00:00,5,0021700021,1610612749,Milwaukee,1-1,25.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.46299999999999997,0.833,0.314,23.0,30.0,14.0,240:00,0.53,0.146,0.159,0.186,0.611,0.21,0.185,0.29,MIL,l,-19.0
48,18,2017-10-20T00:00:00,10,0021700026,1610612747,Los Angeles,1-1,40.0,30.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.516,0.727,0.462,22.0,42.0,18.0,240:00,0.581,0.355,0.149,0.111,0.565,0.413,0.161,0.213,LAL,w,2.0
49,19,2017-10-20T00:00:00,10,0021700026,1610612756,Phoenix,0-2,36.0,37.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.489,0.684,0.483,17.0,50.0,19.0,240:00,0.565,0.413,0.161,0.213,0.581,0.355,0.149,0.111,PHX,l,-2.0
50,0,2017-10-21T00:00:00,1,0021700027,1610612755,Philadelphia,0-3,19.0,30.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.39,0.611,0.33299999999999996,18.0,41.0,20.0,239:21,0.439,0.439,0.182,0.157,0.545,0.416,0.118,0.195,PHI,l,-34.0
51,1,2017-10-21T00:00:00,1,0021700027,1610612761,Toronto,2-0,36.0,26.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.47200000000000003,0.838,0.295,23.0,51.0,13.0,239:21,0.545,0.416,0.118,0.195,0.439,0.439,0.182,0.157,TOR,w,34.0
44,14,2017-10-20T00:00:00,8,0021700024,1610612758,Sacramento,1-1,19.0,27.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.425,0.6920000000000001,0.435,20.0,57.0,14.0,240:00,0.483,0.149,0.164,0.356,0.487,0.28,0.134,0.146,SAC,w,5.0
45,15,2017-10-20T00:00:00,8,0021700024,1610612742,Dallas,0-2,23.0,23.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.413,0.7140000000000001,0.33299999999999996,19.0,36.0,12.0,240:00,0.487,0.28,0.134,0.146,0.483,0.149,0.164,0.356,DAL,l,-5.0
46,16,2017-10-20T00:00:00,9,0021700025,1610612744,Golden State,1-1,26.0,35.0,37.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.511,0.8,0.439,29.0,49.0,18.0,239:50,0.615,0.22,0.167,0.222,0.541,0.224,0.172,0.291,GSW,w,8.0
47,17,2017-10-20T00:00:00,9,0021700025,1610612740,New Orleans,0-2,39.0,25.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.45899999999999996,0.636,0.444,26.0,51.0,17.0,239:50,0.541,0.224,0.172,0.291,0.615,0.22,0.167,0.222,NOP,l,-8.0
2394,4,2018-04-08T00:00:00,3,0021701202,1610612737,Atlanta,24-57,24.0,25.0,27.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.5,0.7859999999999999,0.429,23.0,37.0,13.0,240:00,0.587,0.163,0.13,0.139,0.567,0.244,0.129,0.238,ATL,w,6.0
2395,5,2018-04-08T00:00:00,3,0021701202,1610612738,Boston,54-26,31.0,27.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.512,0.65,0.391,33.0,41.0,12.0,240:00,0.567,0.244,0.129,0.238,0.587,0.163,0.13,0.139,BOS,l,-6.0
2406,2,2018-04-09T00:00:00,2,0021701205,1610612741,Chicago,27-54,26.0,29.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.483,0.583,0.429,26.0,44.0,19.0,240:00,0.551,0.135,0.184,0.238,0.61,0.183,0.179,0.15,CHI,l,-9.0
2407,3,2018-04-09T00:00:00,2,0021701205,1610612751,Brooklyn,28-53,29.0,33.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.5,0.9329999999999999,0.429,32.0,38.0,17.0,240:00,0.61,0.183,0.179,0.15,0.551,0.135,0.184,0.238,BKN,w,9.0
2404,0,2018-04-09T00:00:00,1,0021701204,1610612761,Toronto,59-22,32.0,25.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.529,1.0,0.308,27.0,48.0,9.0,240:00,0.598,0.046,0.11,0.216,0.506,0.321,0.066,0.091,TOR,w,10.0
2405,1,2018-04-09T00:00:00,1,0021701204,1610612765,Detroit,38-43,32.0,28.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.449,0.76,0.3,22.0,33.0,3.0,240:00,0.506,0.321,0.066,0.091,0.598,0.046,0.11,0.216,DET,l,-10.0
2410,6,2018-04-09T00:00:00,4,0021701207,1610612739,Cleveland,50-31,26.0,35.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.47100000000000003,0.857,0.42200000000000004,29.0,42.0,10.0,240:00,0.582,0.329,0.109,0.194,0.592,0.138,0.142,0.186,CLE,w,14.0
2411,7,2018-04-09T00:00:00,4,0021701207,1610612752,New York,28-53,25.0,24.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.529,0.5,0.36700000000000005,26.0,37.0,14.0,240:00,0.592,0.138,0.142,0.186,0.582,0.329,0.109,0.194,NYK,l,-14.0
2408,4,2018-04-09T00:00:00,3,0021701206,1610612760,Oklahoma City,47-34,21.0,28.0,27.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.43200000000000005,0.816,0.4,21.0,43.0,9.0,240:00,0.519,0.469,0.099,0.167,0.489,0.161,0.15,0.182,OKC,w,22.0
2409,5,2018-04-09T00:00:00,3,0021701206,1610612748,Miami,43-38,27.0,25.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.46,0.5710000000000001,0.22699999999999998,21.0,43.0,15.0,240:00,0.489,0.161,0.15,0.182,0.519,0.469,0.099,0.167,MIA,l,-22.0
1896,2,2018-03-05T00:00:00,2,0021700951,1610612749,Milwaukee,34-30,17.0,29.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.447,0.875,0.304,15.0,39.0,16.0,240:00,0.493,0.211,0.193,0.216,0.494,0.273,0.161,0.205,MIL,l,-3.0
1897,3,2018-03-05T00:00:00,2,0021700951,1610612754,Indiana,37-27,20.0,24.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.429,0.762,0.588,18.0,37.0,14.0,240:00,0.494,0.273,0.161,0.205,0.493,0.211,0.193,0.216,IND,w,3.0
2244,0,2018-03-29T00:00:00,1,0021701124,1610612764,Washington,41-34,24.0,25.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.41600000000000004,0.8,0.188,28.0,43.0,15.0,240:00,0.449,0.169,0.152,0.261,0.524,0.238,0.179,0.244,WAS,l,-11.0
2245,1,2018-03-29T00:00:00,1,0021701124,1610612765,Detroit,35-40,23.0,26.0,32.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.488,0.75,0.28600000000000003,26.0,44.0,16.0,240:00,0.524,0.238,0.179,0.244,0.449,0.169,0.152,0.261,DET,w,11.0
2246,2,2018-03-29T00:00:00,2,0021701125,1610612741,Chicago,24-51,21.0,25.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.36700000000000005,0.769,0.231,19.0,50.0,18.0,240:00,0.4,0.289,0.171,0.275,0.494,0.293,0.166,0.163,CHI,l,-11.0
2247,3,2018-03-29T00:00:00,2,0021701125,1610612748,Miami,41-35,29.0,22.0,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.451,0.917,0.259,20.0,44.0,17.0,240:00,0.494,0.293,0.166,0.163,0.4,0.289,0.171,0.275,MIA,w,11.0
2248,4,2018-03-29T00:00:00,3,0021701126,1610612760,Oklahoma City,44-32,29.0,27.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.435,0.667,0.36700000000000005,19.0,43.0,15.0,240:00,0.5,0.247,0.151,0.227,0.5,0.37,0.183,0.298,OKC,l,-4.0
2249,5,2018-03-29T00:00:00,3,0021701126,1610612759,San Antonio,44-32,24.0,35.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.42,0.733,0.419,22.0,48.0,16.0,240:00,0.5,0.37,0.183,0.298,0.5,0.247,0.151,0.227,SAS,w,4.0
2250,6,2018-03-29T00:00:00,4,0021701127,1610612754,Indiana,45-31,28.0,33.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.5,0.9,0.308,23.0,34.0,10.0,240:00,0.55,0.25,0.109,0.212,0.622,0.115,0.192,0.182,IND,w,3.0
2251,7,2018-03-29T00:00:00,4,0021701127,1610612758,Sacramento,24-52,28.0,28.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.5379999999999999,0.667,0.419,27.0,32.0,18.0,240:00,0.622,0.115,0.192,0.182,0.55,0.25,0.109,0.212,SAC,l,-3.0
2236,8,2018-03-28T00:00:00,5,0021701120,1610612737,Atlanta,21-54,32.0,25.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.532,0.826,0.48100000000000004,26.0,37.0,20.0,240:00,0.617,0.299,0.194,0.118,0.606,0.233,0.124,0.175,ATL,l,-12.0
2237,9,2018-03-28T00:00:00,5,0021701120,1610612750,Minnesota,43-33,34.0,31.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.5329999999999999,0.81,0.433,33.0,37.0,13.0,240:00,0.606,0.233,0.124,0.175,0.617,0.299,0.194,0.118,MIN,w,12.0
2238,10,2018-03-28T00:00:00,6,0021701121,1610612738,Boston,52-23,18.0,30.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.44299999999999995,0.75,0.5710000000000001,20.0,42.0,16.0,240:00,0.519,0.253,0.19,0.25,0.47,0.256,0.168,0.279,BOS,w,3.0
2239,11,2018-03-28T00:00:00,6,0021701121,1610612762,Utah,42-33,24.0,15.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.415,0.81,0.273,25.0,45.0,16.0,240:00,0.47,0.256,0.168,0.279,0.519,0.253,0.19,0.25,UTA,l,-3.0
2240,12,2018-03-28T00:00:00,7,0021701122,1610612746,LA,41-34,27.0,31.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.5379999999999999,0.68,0.47100000000000003,26.0,51.0,21.0,240:00,0.588,0.313,0.208,0.268,0.489,0.205,0.139,0.184,LAC,w,12.0
2241,13,2018-03-28T00:00:00,7,0021701122,1610612756,Phoenix,19-57,32.0,24.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.43200000000000005,0.722,0.294,17.0,39.0,14.0,240:00,0.489,0.205,0.139,0.184,0.588,0.313,0.208,0.268,PHX,l,-12.0
2242,14,2018-03-28T00:00:00,8,0021701123,1610612742,Dallas,23-52,34.0,22.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.39299999999999996,0.737,0.295,17.0,40.0,10.0,240:00,0.47,0.226,0.113,0.125,0.526,0.416,0.151,0.171,DAL,l,-10.0
2243,15,2018-03-28T00:00:00,8,0021701123,1610612747,Los Angeles,33-41,32.0,23.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.46799999999999997,0.688,0.273,25.0,49.0,15.0,240:00,0.526,0.416,0.151,0.171,0.47,0.226,0.113,0.125,LAL,w,10.0
1986,8,2018-03-11T00:00:00,5,0021700996,1610612758,Sacramento,21-46,25.0,24.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.429,0.769,0.19399999999999998,25.0,38.0,3.0,240:00,0.462,0.286,0.03,0.14,0.646,0.236,0.081,0.205,SAC,l,-26.0
