,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,TEAM_ABBREVIATION,WL,PTDIFF
280,2017-11-05T00:00:00,6,0021700141,1610612756,Phoenix,4-6,20.0,35.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.457,0.591,0.348,23.0,45.0,18.0,240:00,0.506,0.272,0.184,0.239,0.563,0.205,0.102,0.19,PHX,l,-17.0
281,2017-11-05T00:00:00,6,0021700141,1610612759,San Antonio,6-4,28.0,23.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.5,0.722,0.5,21.0,43.0,9.0,240:00,0.563,0.205,0.102,0.19,0.506,0.272,0.184,0.239,SAS,w,17.0
278,2017-11-05T00:00:00,5,0021700140,1610612762,Utah,5-5,28.0,21.0,36.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.43200000000000005,0.875,0.382,22.0,33.0,13.0,240:00,0.506,0.273,0.126,0.17800000000000002,0.735,0.259,0.19,0.16699999999999998,UTA,l,-27.0
279,2017-11-05T00:00:00,5,0021700140,1610612745,Houston,8-3,39.0,28.0,48.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.593,0.857,0.59,26.0,42.0,20.0,240:00,0.735,0.259,0.19,0.16699999999999998,0.506,0.273,0.126,0.17800000000000002,HOU,w,27.0
284,2017-11-05T00:00:00,8,0021700143,1610612766,Charlotte,5-5,28.0,23.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.41600000000000004,0.524,0.321,24.0,40.0,11.0,240:00,0.466,0.23600000000000002,0.111,0.192,0.518,0.361,0.16,0.28600000000000003,CHA,l,-18.0
285,2017-11-05T00:00:00,8,0021700143,1610612750,Minnesota,7-3,28.0,40.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.45799999999999996,0.867,0.41700000000000004,20.0,54.0,16.0,240:00,0.518,0.361,0.16,0.28600000000000003,0.466,0.23600000000000002,0.111,0.192,MIN,w,18.0
282,2017-11-05T00:00:00,7,0021700142,1610612754,Indiana,5-5,33.0,29.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.46799999999999997,0.882,0.48,24.0,34.0,12.0,240:00,0.544,0.215,0.127,0.105,0.534,0.21600000000000003,0.125,0.28600000000000003,IND,l,-7.0
283,2017-11-05T00:00:00,7,0021700142,1610612752,New York,5-4,25.0,24.0,23.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.5,0.737,0.261,24.0,46.0,12.0,240:00,0.534,0.21600000000000003,0.125,0.28600000000000003,0.544,0.215,0.127,0.105,NYK,w,7.0
288,2017-11-05T00:00:00,10,0021700145,1610612763,Memphis,6-4,24.0,30.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.46,0.7859999999999999,0.297,23.0,39.0,12.0,240:00,0.523,0.161,0.121,0.136,0.524,0.271,0.179,0.195,MEM,l,-5.0
289,2017-11-05T00:00:00,10,0021700145,1610612747,Los Angeles,5-5,27.0,35.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.47100000000000003,0.7829999999999999,0.33299999999999996,25.0,46.0,16.0,240:00,0.524,0.271,0.179,0.195,0.523,0.161,0.121,0.136,LAL,w,5.0
286,2017-11-05T00:00:00,9,0021700144,1610612760,Oklahoma City,4-5,20.0,26.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.449,0.5329999999999999,0.33299999999999996,17.0,32.0,11.0,240:00,0.511,0.16899999999999998,0.109,0.14,0.547,0.37799999999999995,0.225,0.212,OKC,l,-4.0
287,2017-11-05T00:00:00,9,0021700144,1610612757,Portland,6-4,28.0,22.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.5,0.7859999999999999,0.35,20.0,44.0,21.0,240:00,0.547,0.37799999999999995,0.225,0.212,0.511,0.16899999999999998,0.109,0.14,POR,w,4.0
134,2017-10-26T00:00:00,4,0021700068,1610612746,LA,4-0,30.0,32.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.46799999999999997,0.639,0.321,11.0,46.0,11.0,240:00,0.526,0.46799999999999997,0.132,0.33299999999999996,0.47200000000000003,0.247,0.10800000000000001,0.33299999999999996,LAC,w,1.0
135,2017-10-26T00:00:00,4,0021700068,1610612757,Portland,3-2,24.0,29.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.39299999999999996,0.8640000000000001,0.452,19.0,44.0,9.0,240:00,0.47200000000000003,0.247,0.10800000000000001,0.33299999999999996,0.526,0.46799999999999997,0.132,0.33299999999999996,POR,l,-1.0
136,2017-10-26T00:00:00,5,0021700069,1610612740,New Orleans,2-3,27.0,29.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.488,0.7390000000000001,0.406,22.0,47.0,15.0,240:00,0.564,0.267,0.14800000000000002,0.256,0.512,0.309,0.13,0.11900000000000001,NOP,w,8.0
137,2017-10-26T00:00:00,5,0021700069,1610612758,Sacramento,1-4,40.0,30.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.469,0.92,0.35,25.0,34.0,12.0,240:00,0.512,0.309,0.13,0.11900000000000001,0.564,0.267,0.14800000000000002,0.256,SAC,l,-8.0
1456,2018-01-27T00:00:00,6,0021700729,1610612751,Brooklyn,18-32,11.0,31.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.46299999999999997,0.8,0.3,22.0,43.0,15.0,240:00,0.518,0.183,0.171,0.25,0.45799999999999996,0.271,0.062,0.33299999999999996,BKN,l,-14.0
1457,2018-01-27T00:00:00,6,0021700729,1610612750,Minnesota,32-20,30.0,24.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.43799999999999994,0.885,0.19,20.0,49.0,5.0,240:00,0.45799999999999996,0.271,0.062,0.33299999999999996,0.518,0.183,0.171,0.25,MIN,w,14.0
1978,2018-03-10T00:00:00,5,0021700991,1610612753,Orlando,20-47,27.0,31.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.452,0.778,0.33299999999999996,20.0,33.0,14.0,240:00,0.5,0.321,0.147,0.214,0.5710000000000001,0.359,0.154,0.25,ORL,l,-8.0
1979,2018-03-10T00:00:00,5,0021700991,1610612746,LA,36-29,30.0,26.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.526,0.857,0.389,17.0,41.0,15.0,240:00,0.5710000000000001,0.359,0.154,0.25,0.5,0.321,0.147,0.214,LAC,w,8.0
1602,2018-02-06T00:00:00,6,0021700802,1610612764,Washington,31-23,20.0,35.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.441,0.722,0.259,23.0,39.0,11.0,240:00,0.478,0.19399999999999998,0.124,0.327,0.634,0.171,0.182,0.34299999999999997,WAS,l,-13.0
1603,2018-02-06T00:00:00,6,0021700802,1610612755,Philadelphia,26-25,37.0,28.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.5489999999999999,0.7859999999999999,0.5,27.0,45.0,17.0,240:00,0.634,0.171,0.182,0.34299999999999997,0.478,0.19399999999999998,0.124,0.327,PHI,w,13.0
1454,2018-01-27T00:00:00,5,0021700728,1610612738,Boston,35-15,37.0,17.0,19.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.435,0.708,0.5,17.0,45.0,14.0,240:00,0.518,0.282,0.159,0.25,0.512,0.31,0.12300000000000001,0.22699999999999998,BOS,l,-4.0
1455,2018-01-27T00:00:00,5,0021700728,1610612744,Golden State,40-10,27.0,23.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.452,0.885,0.37,19.0,43.0,11.0,240:00,0.512,0.31,0.12300000000000001,0.22699999999999998,0.518,0.282,0.159,0.25,GSW,w,4.0
1972,2018-03-10T00:00:00,2,0021700988,1610612764,Washington,38-29,20.0,28.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.442,0.794,0.35,22.0,40.0,15.0,240:00,0.48700000000000004,0.442,0.152,0.17800000000000002,0.648,0.239,0.098,0.135,WAS,l,-27.0
1973,2018-03-10T00:00:00,2,0021700988,1610612748,Miami,36-31,26.0,34.0,43.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.591,0.7140000000000001,0.35700000000000004,27.0,42.0,10.0,240:00,0.648,0.239,0.098,0.135,0.48700000000000004,0.442,0.152,0.17800000000000002,MIA,w,27.0
1604,2018-02-06T00:00:00,7,0021700803,1610612760,Oklahoma City,31-24,42.0,28.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.473,0.758,0.387,17.0,40.0,12.0,240:00,0.5379999999999999,0.355,0.11800000000000001,0.222,0.539,0.408,0.239,0.25,OKC,w,20.0
1605,2018-02-06T00:00:00,7,0021700803,1610612744,Golden State,41-13,30.0,27.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.48700000000000004,0.742,0.28600000000000003,27.0,45.0,25.0,240:00,0.539,0.408,0.239,0.25,0.5379999999999999,0.355,0.11800000000000001,0.222,GSW,l,-20.0
2318,2018-04-03T00:00:00,5,0021701160,1610612766,Charlotte,34-45,22.0,25.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.494,0.75,0.382,24.0,49.0,20.0,240:00,0.574,0.34600000000000003,0.19399999999999998,0.233,0.54,0.182,0.077,0.22,CHA,l,-6.0
2319,2018-04-03T00:00:00,5,0021701160,1610612741,Chicago,27-51,19.0,34.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.465,0.722,0.441,26.0,44.0,7.0,240:00,0.54,0.182,0.077,0.22,0.574,0.34600000000000003,0.19399999999999998,0.233,CHI,w,6.0
2320,2018-04-03T00:00:00,6,0021701161,1610612764,Washington,42-36,24.0,25.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.528,0.696,0.48,25.0,36.0,17.0,240:00,0.611,0.319,0.177,0.077,0.607,0.321,0.12300000000000001,0.233,WAS,l,-16.0
2321,2018-04-03T00:00:00,6,0021701161,1610612745,Houston,63-15,35.0,36.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.512,0.667,0.348,26.0,46.0,9.0,240:00,0.607,0.321,0.12300000000000001,0.233,0.611,0.319,0.177,0.077,HOU,w,16.0
2014,2018-03-13T00:00:00,5,0021701009,1610612742,Dallas,22-46,29.0,28.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.449,0.889,0.4,22.0,40.0,12.0,240:00,0.528,0.20199999999999999,0.124,0.261,0.537,0.146,0.19699999999999998,0.263,DAL,w,13.0
2015,2018-03-13T00:00:00,5,0021701009,1610612752,New York,24-44,31.0,29.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.488,0.75,0.32,19.0,44.0,19.0,240:00,0.537,0.146,0.19699999999999998,0.263,0.528,0.20199999999999999,0.124,0.261,NYK,l,-13.0
2012,2018-03-13T00:00:00,4,0021701008,1610612761,Toronto,50-17,32.0,25.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.484,0.81,0.355,27.0,53.0,11.0,240:00,0.544,0.231,0.11199999999999999,0.31,0.494,0.221,0.12300000000000001,0.184,TOR,w,14.0
2013,2018-03-13T00:00:00,4,0021701008,1610612751,Brooklyn,21-47,40.0,27.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.40700000000000003,0.895,0.41700000000000004,21.0,38.0,11.0,240:00,0.494,0.221,0.12300000000000001,0.184,0.544,0.231,0.11199999999999999,0.31,BKN,l,-14.0
2326,2018-04-03T00:00:00,9,0021701164,1610612757,Portland,48-30,22.0,27.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.44799999999999995,0.875,0.25,28.0,46.0,13.0,240:00,0.506,0.276,0.12300000000000001,0.125,0.5489999999999999,0.217,0.07,0.163,POR,l,-6.0
2327,2018-04-03T00:00:00,9,0021701164,1610612742,Dallas,24-54,22.0,28.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.457,0.7,0.386,27.0,43.0,7.0,240:00,0.5489999999999999,0.217,0.07,0.163,0.506,0.276,0.12300000000000001,0.125,DAL,w,6.0
1098,2018-01-02T00:00:00,2,0021700550,1610612759,San Antonio,26-12,25.0,27.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.37799999999999995,0.8240000000000001,0.37,18.0,50.0,8.0,240:00,0.439,0.415,0.08800000000000001,0.26899999999999996,0.44299999999999995,0.207,0.14400000000000002,0.25,SAS,w,9.0
1099,2018-01-02T00:00:00,2,0021700550,1610612752,New York,18-19,29.0,20.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.402,0.778,0.318,21.0,50.0,14.0,240:00,0.44299999999999995,0.207,0.14400000000000002,0.25,0.439,0.415,0.08800000000000001,0.26899999999999996,NYK,l,-9.0
2330,2018-04-03T00:00:00,11,0021701166,1610612747,Los Angeles,33-44,31.0,29.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.486,0.667,0.5,23.0,39.0,16.0,240:00,0.581,0.486,0.162,0.175,0.562,0.303,0.139,0.304,LAL,l,-7.0
2331,2018-04-03T00:00:00,11,0021701166,1610612762,Utah,45-33,24.0,41.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.483,0.63,0.424,29.0,47.0,14.0,240:00,0.562,0.303,0.139,0.304,0.581,0.486,0.162,0.175,UTA,w,7.0
2332,2018-04-03T00:00:00,12,0021701167,1610612758,Sacramento,25-54,22.0,18.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.371,0.7390000000000001,0.40700000000000003,20.0,40.0,10.0,240:00,0.433,0.258,0.10099999999999999,0.179,0.494,0.429,0.149,0.16699999999999998,SAC,l,-3.0
2333,2018-04-03T00:00:00,12,0021701167,1610612756,Phoenix,20-59,22.0,24.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.455,0.636,0.353,18.0,52.0,14.0,240:00,0.494,0.429,0.149,0.16699999999999998,0.433,0.258,0.10099999999999999,0.179,PHX,w,3.0
2002,2018-03-12T00:00:00,3,0021701003,1610612758,Sacramento,21-47,16.0,24.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.409,0.813,0.364,21.0,49.0,11.0,240:00,0.473,0.172,0.11199999999999999,0.255,0.5479999999999999,0.214,0.11199999999999999,0.122,SAC,l,-5.0
2003,2018-03-12T00:00:00,3,0021701003,1610612760,Oklahoma City,40-29,19.0,27.0,32.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.452,0.778,0.444,21.0,43.0,10.0,240:00,0.5479999999999999,0.214,0.11199999999999999,0.122,0.473,0.172,0.11199999999999999,0.255,OKC,w,5.0
2000,2018-03-12T00:00:00,2,0021701002,1610612749,Milwaukee,36-31,32.0,32.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.58,0.682,0.48,33.0,47.0,18.0,240:00,0.654,0.272,0.193,0.344,0.522,0.213,0.09300000000000001,0.217,MIL,w,18.0
2001,2018-03-12T00:00:00,2,0021701002,1610612763,Memphis,18-49,24.0,26.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.47200000000000003,0.526,0.33299999999999996,27.0,31.0,9.0,240:00,0.522,0.213,0.09300000000000001,0.217,0.654,0.272,0.193,0.344,MEM,l,-18.0
1998,2018-03-12T00:00:00,1,0021701001,1610612759,San Antonio,37-30,21.0,22.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.40700000000000003,0.696,0.39299999999999996,20.0,36.0,13.0,240:00,0.475,0.284,0.134,0.146,0.569,0.28800000000000003,0.17300000000000001,0.237,SAS,l,-16.0
1999,2018-03-12T00:00:00,1,0021701001,1610612745,Houston,53-14,25.0,29.0,34.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.488,0.7829999999999999,0.295,24.0,50.0,15.0,240:00,0.569,0.28800000000000003,0.17300000000000001,0.237,0.475,0.284,0.134,0.146,HOU,w,16.0
994,2017-12-26T00:00:00,1,0021700498,1610612754,Indiana,19-15,19.0,26.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.442,0.6920000000000001,0.28600000000000003,18.0,26.0,12.0,240:00,0.48100000000000004,0.16899999999999998,0.134,0.122,0.573,0.195,0.141,0.32299999999999995,IND,l,-24.0
995,2017-12-26T00:00:00,1,0021700498,1610612765,Detroit,19-14,40.0,18.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.5,0.813,0.353,26.0,46.0,10.0,240:00,0.573,0.195,0.141,0.32299999999999995,0.48100000000000004,0.16899999999999998,0.134,0.122,DET,w,24.0
2010,2018-03-13T00:00:00,3,0021701007,1610612760,Oklahoma City,41-29,31.0,23.0,36.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.47200000000000003,0.76,0.457,27.0,38.0,7.0,240:00,0.562,0.281,0.081,0.209,0.5,0.276,0.151,0.31,OKC,w,12.0
2011,2018-03-13T00:00:00,3,0021701007,1610612737,Atlanta,20-48,28.0,38.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.425,0.833,0.419,26.0,47.0,15.0,240:00,0.5,0.276,0.151,0.31,0.562,0.281,0.081,0.209,ATL,l,-12.0
2008,2018-03-13T00:00:00,2,0021701006,1610612750,Minnesota,40-29,25.0,28.0,29.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.529,0.895,0.33299999999999996,23.0,37.0,10.0,240:00,0.569,0.218,0.106,0.306,0.561,0.305,0.122,0.35,MIN,w,5.0
2009,2018-03-13T00:00:00,2,0021701006,1610612764,Washington,38-30,26.0,33.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.512,0.76,0.4,26.0,39.0,11.0,240:00,0.561,0.305,0.122,0.35,0.569,0.218,0.106,0.306,WAS,l,-5.0
2006,2018-03-13T00:00:00,1,0021701005,1610612754,Indiana,40-28,33.0,24.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.4,0.8,0.20800000000000002,20.0,45.0,9.0,240:00,0.426,0.263,0.098,0.255,0.5329999999999999,0.293,0.213,0.184,IND,w,3.0
2007,2018-03-13T00:00:00,1,0021701005,1610612755,Philadelphia,36-30,23.0,30.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.467,0.818,0.33299999999999996,24.0,48.0,21.0,240:00,0.5329999999999999,0.293,0.213,0.184,0.426,0.263,0.098,0.255,PHI,l,-3.0
2004,2018-03-12T00:00:00,4,0021701004,1610612748,Miami,36-32,25.0,22.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.429,0.688,0.32299999999999995,24.0,46.0,11.0,240:00,0.484,0.17600000000000002,0.111,0.196,0.542,0.361,0.13,0.2,MIA,l,-16.0
2005,2018-03-12T00:00:00,4,0021701004,1610612757,Portland,41-26,34.0,25.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.45799999999999996,0.833,0.389,23.0,50.0,12.0,240:00,0.542,0.361,0.13,0.2,0.484,0.17600000000000002,0.111,0.196,POR,w,16.0
794,2017-12-12T00:00:00,2,0021700398,1610612743,Denver,15-12,26.0,23.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.506,0.929,0.33299999999999996,27.0,44.0,17.0,240:00,0.57,0.177,0.177,0.171,0.41100000000000003,0.278,0.213,0.22399999999999998,DEN,w,19.0
795,2017-12-12T00:00:00,2,0021700398,1610612765,Detroit,14-13,18.0,22.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.354,0.8640000000000001,0.36,17.0,40.0,20.0,240:00,0.41100000000000003,0.278,0.213,0.22399999999999998,0.57,0.177,0.177,0.171,DET,l,-19.0
2128,2018-03-21T00:00:00,2,0021701066,1610612763,Memphis,19-52,19.0,25.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.40399999999999997,0.8,0.33299999999999996,25.0,47.0,13.0,240:00,0.449,0.20199999999999999,0.12300000000000001,0.306,0.613,0.23800000000000002,0.136,0.111,MEM,l,-14.0
2129,2018-03-21T00:00:00,2,0021701066,1610612755,Philadelphia,40-30,26.0,32.0,41.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.5479999999999999,0.8,0.355,32.0,38.0,14.0,240:00,0.613,0.23800000000000002,0.136,0.111,0.449,0.20199999999999999,0.12300000000000001,0.306,PHI,w,14.0
796,2017-12-12T00:00:00,3,0021700399,1610612747,Los Angeles,10-16,29.0,22.0,28.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.41200000000000003,0.8,0.371,24.0,52.0,16.0,265:00,0.475,0.147,0.153,0.37,0.52,0.109,0.134,0.319,LAL,l,-4.0
797,2017-12-12T00:00:00,3,0021700399,1610612752,New York,14-13,25.0,25.0,26.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.475,0.727,0.409,25.0,49.0,14.0,265:00,0.52,0.109,0.134,0.319,0.475,0.147,0.153,0.37,NYK,w,4.0
1614,2018-02-07T00:00:00,4,0021700808,1610612762,Utah,26-28,21.0,23.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.42,0.848,0.273,14.0,43.0,19.0,240:00,0.46399999999999997,0.478,0.212,0.25,0.469,0.198,0.168,0.209,UTA,w,4.0
1615,2018-02-07T00:00:00,4,0021700808,1610612763,Memphis,18-36,16.0,23.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.42,0.75,0.348,18.0,36.0,15.0,240:00,0.469,0.198,0.168,0.209,0.46399999999999997,0.478,0.212,0.25,MEM,l,-4.0
2134,2018-03-21T00:00:00,5,0021700809,1610612754,Indiana,41-31,25.0,25.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.366,0.9440000000000001,0.318,15.0,48.0,14.0,240:00,0.40299999999999997,0.19399999999999998,0.149,0.273,0.48100000000000004,0.304,0.201,0.233,IND,l,-4.0
2135,2018-03-21T00:00:00,5,0021700809,1610612740,New Orleans,42-30,24.0,27.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.43,0.833,0.348,15.0,50.0,18.0,240:00,0.48100000000000004,0.304,0.201,0.233,0.40299999999999997,0.19399999999999998,0.149,0.273,NOP,w,4.0
1334,2018-01-19T00:00:00,2,0021700668,1610612748,Miami,26-19,24.0,29.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.41700000000000004,0.72,0.318,22.0,43.0,11.0,240:00,0.45799999999999996,0.298,0.135,0.261,0.5329999999999999,0.342,0.153,0.244,MIA,l,-6.0
1335,2018-01-19T00:00:00,2,0021700668,1610612751,Brooklyn,17-29,21.0,22.0,24.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.474,0.769,0.281,20.0,44.0,14.0,240:00,0.5329999999999999,0.342,0.153,0.244,0.45799999999999996,0.298,0.135,0.261,BKN,w,6.0
1336,2018-01-19T00:00:00,3,0021700669,1610612764,Washington,26-20,19.0,27.0,45.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.5,0.889,0.457,28.0,34.0,13.0,240:00,0.598,0.32899999999999996,0.131,0.222,0.563,0.325,0.142,0.212,WAS,w,10.0
1337,2018-01-19T00:00:00,3,0021700669,1610612765,Detroit,22-22,29.0,17.0,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.5,0.846,0.33299999999999996,25.0,35.0,14.0,240:00,0.563,0.325,0.142,0.212,0.598,0.32899999999999996,0.131,0.222,DET,l,-10.0
1212,2018-01-10T00:00:00,5,0021700607,1610612741,Chicago,15-27,26.0,22.0,30.0,27.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.45899999999999996,0.85,0.455,21.0,48.0,16.0,290:00,0.536,0.204,0.149,0.2,0.552,0.21899999999999997,0.16,0.22399999999999998,CHI,w,3.0
1213,2018-01-10T00:00:00,5,0021700607,1610612752,New York,19-22,25.0,27.0,30.0,23.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.5,0.619,0.455,24.0,51.0,18.0,290:00,0.552,0.21899999999999997,0.16,0.22399999999999998,0.536,0.204,0.149,0.2,NYK,l,-3.0
