,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,TEAM_ABBREVIATION,WL,PTDIFF
2079,2018-03-17T00:00:00,7,0021701040,1610612763,Memphis,19-50,34.0,19.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.40700000000000003,0.7859999999999999,0.406,21.0,47.0,11.0,240:00,0.488,0.34600000000000003,0.122,0.311,0.42,0.33299999999999996,0.109,0.353,MEM,w,7.0
474,2017-11-19T00:00:00,4,0021700238,1610612765,Detroit,11-5,22.0,27.0,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.47,0.7,0.32,25.0,37.0,19.0,240:00,0.518,0.24100000000000002,0.19,0.256,0.545,0.231,0.20800000000000002,0.188,DET,w,3.0
475,2017-11-19T00:00:00,4,0021700238,1610612750,Minnesota,10-6,24.0,29.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.513,0.667,0.22699999999999998,23.0,38.0,20.0,240:00,0.545,0.231,0.20800000000000002,0.188,0.518,0.24100000000000002,0.19,0.256,MIN,l,-3.0
2094,2018-03-18T00:00:00,4,0021701049,1610612757,Portland,44-26,24.0,34.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.5,0.8,0.483,24.0,47.0,13.0,240:00,0.5760000000000001,0.217,0.12300000000000001,0.21100000000000002,0.5,0.303,0.079,0.17,POR,w,13.0
2095,2018-03-18T00:00:00,4,0021701049,1610612746,LA,37-32,18.0,34.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.449,0.741,0.391,21.0,38.0,8.0,240:00,0.5,0.303,0.079,0.17,0.5760000000000001,0.217,0.12300000000000001,0.21100000000000002,LAC,l,-13.0
2092,2018-03-18T00:00:00,3,0021701048,1610612745,Houston,56-14,38.0,39.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.551,0.75,0.457,28.0,33.0,11.0,240:00,0.654,0.462,0.114,0.22899999999999998,0.581,0.302,0.14400000000000002,0.359,HOU,w,9.0
2093,2018-03-18T00:00:00,3,0021701048,1610612750,Minnesota,40-31,23.0,33.0,35.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.523,0.769,0.5,24.0,41.0,12.0,240:00,0.581,0.302,0.14400000000000002,0.359,0.654,0.462,0.114,0.22899999999999998,MIN,l,-9.0
2264,2018-03-30T00:00:00,5,0021701133,1610612743,Denver,41-35,27.0,35.0,30.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.521,0.857,0.33299999999999996,27.0,58.0,15.0,265:00,0.574,0.223,0.141,0.273,0.509,0.25,0.073,0.281,DEN,w,1.0
2265,2018-03-30T00:00:00,5,0021701133,1610612760,Oklahoma City,44-33,28.0,30.0,21.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.41700000000000004,0.556,0.455,25.0,50.0,8.0,265:00,0.509,0.25,0.073,0.281,0.574,0.223,0.141,0.273,OKC,l,-1.0
1514,2018-01-31T00:00:00,6,0021700758,1610612752,New York,23-29,24.0,21.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.322,0.667,0.17600000000000002,16.0,44.0,14.0,240:00,0.33899999999999997,0.24100000000000002,0.138,0.17,0.5479999999999999,0.24100000000000002,0.10300000000000001,0.125,NYK,l,-30.0
1515,2018-01-31T00:00:00,6,0021700758,1610612738,Boston,37-15,27.0,23.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.48200000000000004,0.6,0.423,27.0,49.0,9.0,240:00,0.5479999999999999,0.24100000000000002,0.10300000000000001,0.125,0.33899999999999997,0.24100000000000002,0.138,0.17,BOS,w,30.0
2430,2018-04-10T00:00:00,4,0021701216,1610612756,Phoenix,21-61,29.0,15.0,39.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.632,0.7140000000000001,0.5,35.0,46.0,14.0,240:00,0.7170000000000001,0.276,0.157,0.185,0.423,0.22699999999999998,0.083,0.305,PHX,w,27.0
2431,2018-04-10T00:00:00,4,0021701216,1610612742,Dallas,24-58,26.0,28.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.381,0.682,0.242,20.0,40.0,8.0,240:00,0.423,0.22699999999999998,0.083,0.305,0.7170000000000001,0.276,0.157,0.185,DAL,l,-27.0
76,2017-10-22T00:00:00,2,0021700039,1610612750,Minnesota,2-1,28.0,33.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.5,0.826,0.4,25.0,45.0,17.0,240:00,0.5579999999999999,0.267,0.17300000000000001,0.27,0.536,0.16699999999999998,0.105,0.205,MIN,w,2.0
77,2017-10-22T00:00:00,2,0021700039,1610612760,Oklahoma City,1-2,23.0,31.0,21.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.479,0.625,0.355,26.0,36.0,11.0,240:00,0.536,0.16699999999999998,0.105,0.205,0.5579999999999999,0.267,0.17300000000000001,0.27,OKC,l,-2.0
74,2017-10-22T00:00:00,1,0021700038,1610612737,Atlanta,1-2,25.0,28.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.34,0.917,0.259,21.0,48.0,16.0,240:00,0.37799999999999995,0.38299999999999995,0.146,0.29600000000000004,0.534,0.391,0.168,0.289,ATL,l,-12.0
75,2017-10-22T00:00:00,1,0021700038,1610612751,Brooklyn,2-1,19.0,37.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.47100000000000003,0.6759999999999999,0.40700000000000003,27.0,51.0,18.0,240:00,0.534,0.391,0.168,0.289,0.37799999999999995,0.38299999999999995,0.146,0.29600000000000004,BKN,w,12.0
1496,2018-01-30T00:00:00,6,0021700749,1610612758,Sacramento,16-34,25.0,36.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.474,0.857,0.385,22.0,49.0,14.0,240:00,0.526,0.14400000000000002,0.136,0.292,0.565,0.28600000000000003,0.15,0.054000000000000006,SAC,w,11.0
1497,2018-01-30T00:00:00,6,0021700749,1610612740,New Orleans,27-23,29.0,33.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.506,0.727,0.36,26.0,36.0,15.0,240:00,0.565,0.28600000000000003,0.15,0.054000000000000006,0.526,0.14400000000000002,0.136,0.292,NOP,l,-11.0
1494,2018-01-30T00:00:00,5,0021700748,1610612753,Orlando,14-35,30.0,25.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.506,0.8,0.484,26.0,33.0,10.0,240:00,0.596,0.12,0.13,0.179,0.591,0.364,0.129,0.235,ORL,l,-7.0
1495,2018-01-30T00:00:00,5,0021700748,1610612745,Houston,36-13,27.0,27.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.506,0.821,0.371,17.0,40.0,12.0,240:00,0.591,0.364,0.129,0.235,0.596,0.12,0.13,0.179,HOU,w,7.0
60,2017-10-21T00:00:00,5,0021700031,1610612759,San Antonio,2-0,19.0,22.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.409,0.625,0.083,25.0,52.0,11.0,240:00,0.414,0.172,0.113,0.259,0.42700000000000005,0.11,0.204,0.174,SAS,w,10.0
61,2017-10-21T00:00:00,5,0021700031,1610612741,Chicago,0-2,21.0,17.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.37799999999999995,0.778,0.28600000000000003,18.0,48.0,19.0,240:00,0.42700000000000005,0.11,0.204,0.174,0.414,0.172,0.113,0.259,CHI,l,-10.0
58,2017-10-21T00:00:00,4,0021700030,1610612765,Detroit,2-1,19.0,32.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.484,0.9329999999999999,0.3,21.0,43.0,12.0,240:00,0.5329999999999999,0.165,0.136,0.35700000000000004,0.506,0.38299999999999995,0.145,0.3,DET,w,4.0
59,2017-10-21T00:00:00,4,0021700030,1610612752,New York,0-2,28.0,36.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.457,0.8059999999999999,0.267,20.0,39.0,12.0,240:00,0.506,0.38299999999999995,0.145,0.3,0.5329999999999999,0.165,0.136,0.35700000000000004,NYK,l,-4.0
64,2017-10-21T00:00:00,7,0021700033,1610612744,Golden State,1-2,26.0,25.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.39299999999999996,0.852,0.316,20.0,46.0,17.0,240:00,0.46399999999999997,0.321,0.16899999999999998,0.261,0.532,0.48100000000000004,0.138,0.15,GSW,l,-10.0
65,2017-10-21T00:00:00,7,0021700033,1610612763,Memphis,2-0,31.0,25.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.46799999999999997,0.784,0.37,20.0,40.0,14.0,240:00,0.532,0.48100000000000004,0.138,0.15,0.46399999999999997,0.321,0.16899999999999998,0.261,MEM,w,10.0
62,2017-10-21T00:00:00,6,0021700032,1610612742,Dallas,0-3,20.0,19.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.369,0.762,0.419,19.0,41.0,14.0,240:00,0.446,0.25,0.141,0.14800000000000002,0.5429999999999999,0.268,0.152,0.195,DAL,l,-16.0
63,2017-10-21T00:00:00,6,0021700032,1610612745,Houston,3-0,33.0,29.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.47600000000000003,0.818,0.23399999999999999,17.0,54.0,13.0,240:00,0.5429999999999999,0.268,0.152,0.195,0.446,0.25,0.141,0.14800000000000002,HOU,w,16.0
68,2017-10-21T00:00:00,9,0021700035,1610612758,Sacramento,1-2,18.0,16.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.365,0.6920000000000001,0.364,15.0,39.0,13.0,240:00,0.41200000000000003,0.153,0.151,0.231,0.494,0.235,0.174,0.4,SAC,l,-17.0
69,2017-10-21T00:00:00,9,0021700035,1610612743,Denver,1-1,17.0,25.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.435,0.6,0.33299999999999996,25.0,58.0,16.0,240:00,0.494,0.235,0.174,0.4,0.41200000000000003,0.153,0.151,0.231,DEN,w,17.0
66,2017-10-21T00:00:00,8,0021700034,1610612757,Portland,2-1,26.0,29.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.42,0.8859999999999999,0.39299999999999996,18.0,42.0,16.0,240:00,0.488,0.43200000000000005,0.161,0.317,0.569,0.375,0.14,0.19399999999999998,POR,l,-3.0
67,2017-10-21T00:00:00,8,0021700034,1610612749,Milwaukee,2-1,24.0,36.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.525,0.733,0.389,22.0,35.0,14.0,240:00,0.569,0.375,0.14,0.19399999999999998,0.488,0.43200000000000005,0.161,0.317,MIL,w,3.0
72,2017-10-21T00:00:00,11,0021700037,1610612756,Phoenix,0-3,18.0,26.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.38,0.737,0.25,19.0,36.0,19.0,240:00,0.423,0.535,0.193,0.087,0.614,0.341,0.11599999999999999,0.23800000000000002,PHX,l,-42.0
73,2017-10-21T00:00:00,11,0021700037,1610612746,LA,2-0,23.0,35.0,32.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.545,0.733,0.462,26.0,52.0,12.0,240:00,0.614,0.341,0.11599999999999999,0.23800000000000002,0.423,0.535,0.193,0.087,LAC,w,42.0
70,2017-10-21T00:00:00,10,0021700036,1610612760,Oklahoma City,1-1,14.0,20.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.41,0.632,0.33299999999999996,15.0,38.0,17.0,240:00,0.48100000000000004,0.244,0.17800000000000002,0.19,0.552,0.182,0.2,0.18899999999999997,OKC,l,-9.0
71,2017-10-21T00:00:00,10,0021700036,1610612762,Utah,2-1,21.0,23.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.494,0.7859999999999999,0.31,22.0,41.0,18.0,240:00,0.552,0.182,0.2,0.18899999999999997,0.48100000000000004,0.244,0.17800000000000002,0.19,UTA,w,9.0
1792,2018-02-26T00:00:00,2,0021700898,1610612763,Memphis,18-41,24.0,17.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.436,0.7809999999999999,0.217,27.0,40.0,10.0,240:00,0.46799999999999997,0.41,0.10300000000000001,0.125,0.523,0.314,0.083,0.205,MEM,l,-11.0
1793,2018-02-26T00:00:00,2,0021700898,1610612738,Boston,43-19,33.0,34.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.45299999999999996,0.7040000000000001,0.324,25.0,44.0,8.0,240:00,0.523,0.314,0.083,0.205,0.46799999999999997,0.41,0.10300000000000001,0.125,BOS,w,11.0
2434,2018-04-10T00:00:00,6,0021701218,1610612745,Houston,65-16,23.0,33.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.42,0.938,0.34,19.0,49.0,18.0,240:00,0.511,0.182,0.179,0.174,0.478,0.16699999999999998,0.163,0.18,HOU,w,6.0
2435,2018-04-10T00:00:00,6,0021701218,1610612747,Los Angeles,34-47,16.0,32.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.42200000000000004,0.867,0.278,22.0,47.0,17.0,240:00,0.478,0.16699999999999998,0.163,0.18,0.511,0.182,0.179,0.174,LAL,l,-6.0
2276,2018-03-31T00:00:00,2,0021701139,1610612765,Detroit,36-40,30.0,26.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.518,0.773,0.41700000000000004,24.0,43.0,9.0,240:00,0.5760000000000001,0.259,0.096,0.244,0.544,0.132,0.138,0.214,DET,w,6.0
2277,2018-03-31T00:00:00,2,0021701139,1610612752,New York,27-50,27.0,27.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.473,0.833,0.44799999999999995,31.0,40.0,14.0,240:00,0.544,0.132,0.138,0.214,0.5760000000000001,0.259,0.096,0.244,NYK,l,-6.0
2274,2018-03-31T00:00:00,1,0021701138,1610612766,Charlotte,34-43,27.0,24.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.455,0.63,0.261,22.0,46.0,17.0,240:00,0.494,0.35100000000000003,0.175,0.214,0.557,0.136,0.127,0.22899999999999998,CHA,l,-14.0
2275,2018-03-31T00:00:00,1,0021701138,1610612764,Washington,42-34,30.0,20.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.455,0.75,0.462,30.0,44.0,12.0,240:00,0.557,0.136,0.127,0.22899999999999998,0.494,0.35100000000000003,0.175,0.214,WAS,w,14.0
1172,2018-01-07T00:00:00,2,0021700587,1610612752,New York,19-21,33.0,23.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.45799999999999996,0.9,0.375,22.0,59.0,16.0,240:00,0.494,0.24100000000000002,0.16399999999999998,0.244,0.413,0.261,0.07,0.155,NYK,w,4.0
1173,2018-01-07T00:00:00,2,0021700587,1610612742,Dallas,13-28,25.0,27.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.38,0.833,0.25,22.0,40.0,7.0,240:00,0.413,0.261,0.07,0.155,0.494,0.24100000000000002,0.16399999999999998,0.244,DAL,l,-4.0
1510,2018-01-31T00:00:00,4,0021700756,1610612755,Philadelphia,24-24,34.0,31.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.474,0.853,0.389,17.0,33.0,8.0,240:00,0.52,0.447,0.086,0.16699999999999998,0.591,0.364,0.14800000000000002,0.25,PHI,l,-8.0
1511,2018-01-31T00:00:00,4,0021700756,1610612751,Brooklyn,19-33,30.0,34.0,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.506,0.893,0.406,19.0,39.0,11.0,240:00,0.591,0.364,0.14800000000000002,0.25,0.52,0.447,0.086,0.16699999999999998,BKN,w,8.0
2262,2018-03-30T00:00:00,4,0021701132,1610612756,Phoenix,19-58,25.0,32.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.488,0.6920000000000001,0.375,23.0,46.0,17.0,240:00,0.56,0.155,0.18100000000000002,0.205,0.519,0.358,0.10400000000000001,0.174,PHX,l,-1.0
2263,2018-03-30T00:00:00,4,0021701132,1610612745,Houston,62-14,22.0,18.0,35.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.43200000000000005,0.69,0.368,22.0,39.0,10.0,240:00,0.519,0.358,0.10400000000000001,0.174,0.56,0.155,0.18100000000000002,0.205,HOU,w,1.0
2260,2018-03-30T00:00:00,3,0021701131,1610612740,New Orleans,43-33,29.0,28.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.483,0.833,0.423,25.0,41.0,11.0,240:00,0.545,0.067,0.115,0.163,0.5329999999999999,0.16699999999999998,0.102,0.209,NOP,l,-5.0
2261,2018-03-30T00:00:00,3,0021701131,1610612739,Cleveland,46-30,29.0,18.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.478,0.733,0.41700000000000004,22.0,45.0,10.0,240:00,0.5329999999999999,0.16699999999999998,0.102,0.209,0.545,0.067,0.115,0.163,CLE,w,5.0
1170,2018-01-07T00:00:00,1,0021700586,1610612762,Utah,16-24,22.0,25.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.451,0.9,0.313,15.0,44.0,11.0,240:00,0.512,0.244,0.11699999999999999,0.21600000000000003,0.536,0.24100000000000002,0.087,0.182,UTA,l,-1.0
1171,2018-01-07T00:00:00,1,0021700586,1610612748,Miami,22-17,27.0,22.0,25.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.48200000000000004,0.7,0.31,21.0,37.0,8.0,240:00,0.536,0.24100000000000002,0.087,0.182,0.512,0.244,0.11699999999999999,0.21600000000000003,MIA,w,1.0
2272,2018-03-30T00:00:00,9,0021701137,1610612746,LA,41-35,23.0,26.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.40399999999999997,0.5710000000000001,0.308,13.0,46.0,10.0,240:00,0.42700000000000005,0.39299999999999996,0.09699999999999999,0.22899999999999998,0.474,0.168,0.11,0.271,LAC,l,-9.0
2273,2018-03-30T00:00:00,9,0021701137,1610612757,Portland,47-29,26.0,38.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.43200000000000005,0.938,0.267,30.0,50.0,10.0,240:00,0.474,0.168,0.11,0.271,0.42700000000000005,0.39299999999999996,0.09699999999999999,0.22899999999999998,POR,w,9.0
1984,2018-03-11T00:00:00,3,0021700994,1610612744,Golden State,51-16,24.0,38.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.40700000000000003,0.905,0.278,22.0,50.0,13.0,240:00,0.462,0.231,0.128,0.245,0.495,0.221,0.099,0.255,GSW,l,-6.0
1985,2018-03-11T00:00:00,3,0021700994,1610612750,Minnesota,39-29,34.0,21.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.46299999999999997,0.7140000000000001,0.3,27.0,50.0,9.0,240:00,0.495,0.221,0.099,0.255,0.462,0.231,0.128,0.245,MIN,w,6.0
2268,2018-03-30T00:00:00,7,0021701135,1610612763,Memphis,21-55,14.0,33.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.48100000000000004,0.667,0.391,24.0,33.0,13.0,240:00,0.537,0.185,0.157,0.184,0.622,0.35100000000000003,0.17800000000000002,0.212,MEM,l,-10.0
2269,2018-03-30T00:00:00,7,0021701135,1610612762,Utah,43-33,29.0,23.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.541,0.5770000000000001,0.387,24.0,38.0,15.0,240:00,0.622,0.35100000000000003,0.17800000000000002,0.212,0.537,0.185,0.157,0.184,UTA,w,10.0
2266,2018-03-30T00:00:00,6,0021701134,1610612750,Minnesota,44-33,16.0,28.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.42200000000000004,0.882,0.32,14.0,44.0,9.0,240:00,0.47,0.205,0.106,0.13,0.506,0.081,0.14400000000000002,0.136,MIN,w,1.0
2267,2018-03-30T00:00:00,6,0021701134,1610612742,Dallas,23-53,20.0,26.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.442,0.7140000000000001,0.39299999999999996,22.0,46.0,14.0,240:00,0.506,0.081,0.14400000000000002,0.136,0.47,0.205,0.106,0.13,DAL,l,-1.0
2060,2018-03-16T00:00:00,4,0021701032,1610612746,LA,37-31,30.0,26.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.488,0.7829999999999999,0.423,21.0,48.0,21.0,240:00,0.552,0.267,0.223,0.35600000000000004,0.5479999999999999,0.23399999999999999,0.139,0.34700000000000003,LAC,l,-8.0
2061,2018-03-16T00:00:00,4,0021701032,1610612760,Oklahoma City,42-29,27.0,36.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.489,0.818,0.344,30.0,46.0,14.0,240:00,0.5479999999999999,0.23399999999999999,0.139,0.34700000000000003,0.552,0.267,0.223,0.35600000000000004,OKC,w,8.0
2062,2018-03-16T00:00:00,5,0021701033,1610612758,Sacramento,23-47,29.0,28.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.434,0.706,0.452,25.0,47.0,13.0,240:00,0.518,0.205,0.15,0.262,0.494,0.222,0.131,0.2,SAC,w,5.0
2063,2018-03-16T00:00:00,5,0021701033,1610612744,Golden State,52-17,36.0,23.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.42,0.722,0.462,21.0,40.0,11.0,240:00,0.494,0.222,0.131,0.2,0.518,0.205,0.15,0.262,GSW,l,-5.0
2056,2018-03-16T00:00:00,2,0021701030,1610612751,Brooklyn,21-48,33.0,25.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.449,0.778,0.5,25.0,47.0,12.0,240:00,0.534,0.303,0.11800000000000001,0.275,0.516,0.27399999999999997,0.051,0.265,BKN,l,-4.0
2057,2018-03-16T00:00:00,2,0021701030,1610612755,Philadelphia,38-30,30.0,25.0,31.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.45299999999999996,0.846,0.444,30.0,42.0,5.0,240:00,0.516,0.27399999999999997,0.051,0.265,0.534,0.303,0.11800000000000001,0.275,PHI,w,4.0
2058,2018-03-16T00:00:00,3,0021701031,1610612742,Dallas,22-47,27.0,33.0,24.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.527,0.722,0.273,25.0,36.0,10.0,265:00,0.56,0.198,0.114,0.154,0.527,0.341,0.131,0.28600000000000003,DAL,l,-7.0
2059,2018-03-16T00:00:00,3,0021701031,1610612761,Toronto,52-17,29.0,25.0,24.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.473,0.8390000000000001,0.33299999999999996,26.0,45.0,13.0,265:00,0.527,0.341,0.131,0.28600000000000003,0.56,0.198,0.114,0.154,TOR,w,7.0
2070,2018-03-17T00:00:00,3,0021701036,1610612745,Houston,55-14,32.0,28.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.419,0.778,0.366,19.0,46.0,7.0,240:00,0.5,0.19399999999999998,0.083,0.27699999999999997,0.542,0.145,0.127,0.154,HOU,w,6.0
2071,2018-03-17T00:00:00,3,0021701036,1610612740,New Orleans,39-30,29.0,25.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.494,0.917,0.33299999999999996,18.0,40.0,12.0,240:00,0.542,0.145,0.127,0.154,0.5,0.19399999999999998,0.083,0.27699999999999997,NOP,l,-6.0
2072,2018-03-17T00:00:00,4,0021701037,1610612742,Dallas,22-48,24.0,32.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.446,0.857,0.545,25.0,45.0,10.0,240:00,0.511,0.152,0.105,0.28300000000000003,0.595,0.226,0.10800000000000001,0.23800000000000002,DAL,l,-8.0
2073,2018-03-17T00:00:00,4,0021701037,1610612751,Brooklyn,22-48,30.0,29.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.512,0.737,0.389,25.0,43.0,10.0,240:00,0.595,0.226,0.10800000000000001,0.23800000000000002,0.511,0.152,0.105,0.28300000000000003,BKN,w,8.0
