,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
637,0021700926,1610612765,Pistons,DET,Detroit,265:00,0.5,0.261,0.135,0.255,0.587,0.221,0.163,0.189
638,0021700927,1610612755,76ers,PHI,Philadelphia,240:00,0.562,0.309,0.124,0.179,0.488,0.395,0.102,0.152
639,0021700927,1610612766,Hornets,CHA,Charlotte,240:00,0.488,0.395,0.102,0.152,0.562,0.309,0.124,0.179
640,0021700928,1610612744,Warriors,GSW,Golden State,240:00,0.601,0.278,0.172,0.059,0.529,0.233,0.193,0.083
641,0021700928,1610612737,Hawks,ATL,Atlanta,240:00,0.529,0.233,0.193,0.083,0.601,0.278,0.172,0.059
642,0021700929,1610612764,Wizards,WAS,Washington,240:00,0.513,0.266,0.197,0.366,0.526,0.41,0.077,0.2
643,0021700929,1610612761,Raptors,TOR,Toronto,240:00,0.526,0.41,0.077,0.2,0.513,0.266,0.197,0.366
644,0021700930,1610612742,Mavericks,DAL,Dallas,240:00,0.494,0.25,0.175,0.277,0.528,0.225,0.13,0.25
645,0021700930,1610612741,Bulls,CHI,Chicago,240:00,0.528,0.225,0.13,0.25,0.494,0.25,0.175,0.277
646,0021700931,1610612763,Grizzlies,MEM,Memphis,240:00,0.495,0.165,0.199,0.354,0.589,0.356,0.234,0.207
647,0021700931,1610612743,Nuggets,DEN,Denver,240:00,0.589,0.356,0.234,0.207,0.495,0.165,0.199,0.354
648,0021700932,1610612749,Bucks,MIL,Milwaukee,240:00,0.438,0.395,0.156,0.286,0.482,0.361,0.161,0.31
649,0021700932,1610612754,Pacers,IND,Indiana,240:00,0.482,0.361,0.161,0.31,0.438,0.395,0.156,0.286
650,0021700933,1610612756,Suns,PHX,Phoenix,240:00,0.536,0.188,0.142,0.289,0.536,0.302,0.106,0.34
651,0021700933,1610612760,Thunder,OKC,Oklahoma City,240:00,0.536,0.302,0.106,0.34,0.536,0.188,0.142,0.289
652,0021700934,1610612762,Jazz,UTA,Utah,240:00,0.571,0.449,0.187,0.306,0.574,0.419,0.132,0.056
653,0021700934,1610612750,Timberwolves,MIN,Minnesota,240:00,0.574,0.419,0.132,0.056,0.571,0.449,0.187,0.306
654,0021700935,1610612752,Knicks,NYK,New York,240:00,0.522,0.18,0.165,0.213,0.612,0.27,0.114,0.378
655,0021700935,1610612746,Clippers,LAC,LA,240:00,0.612,0.27,0.114,0.378,0.522,0.18,0.165,0.213
656,0021700936,1610612753,Magic,ORL,Orlando,240:00,0.556,0.458,0.147,0.132,0.441,0.28,0.099,0.25
657,0021700936,1610612763,Grizzlies,MEM,Memphis,240:00,0.441,0.28,0.099,0.25,0.556,0.458,0.147,0.132
658,0021700937,1610612743,Nuggets,DEN,Denver,240:00,0.657,0.174,0.094,0.171,0.574,0.239,0.096,0.293
659,0021700937,1610612739,Cavaliers,CLE,Cleveland,240:00,0.574,0.239,0.096,0.293,0.657,0.174,0.094,0.171
660,0021700938,1610612748,Heat,MIA,Miami,240:00,0.524,0.341,0.159,0.341,0.455,0.236,0.19,0.362
661,0021700938,1610612765,Pistons,DET,Detroit,240:00,0.455,0.236,0.19,0.362,0.524,0.341,0.159,0.341
662,0021700939,1610612745,Rockets,HOU,Houston,240:00,0.557,0.345,0.109,0.263,0.555,0.231,0.126,0.25
663,0021700939,1610612738,Celtics,BOS,Boston,240:00,0.555,0.231,0.126,0.25,0.557,0.345,0.109,0.263
664,0021700940,1610612759,Spurs,SAS,San Antonio,240:00,0.485,0.204,0.144,0.25,0.516,0.293,0.138,0.208
665,0021700940,1610612747,Lakers,LAL,Los Angeles,240:00,0.516,0.293,0.138,0.208,0.485,0.204,0.144,0.25
666,0021700941,1610612757,Trail Blazers,POR,Portland,240:00,0.506,0.261,0.151,0.311,0.473,0.231,0.116,0.214
667,0021700941,1610612760,Thunder,OKC,Oklahoma City,240:00,0.473,0.231,0.116,0.214,0.506,0.261,0.151,0.311
668,0021700942,1610612762,Jazz,UTA,Utah,240:00,0.482,0.354,0.134,0.229,0.433,0.191,0.132,0.212
669,0021700942,1610612758,Kings,SAC,Sacramento,240:00,0.433,0.191,0.132,0.212,0.482,0.354,0.134,0.229
670,0021700943,1610612756,Suns,PHX,Phoenix,240:00,0.56,0.163,0.13,0.111,0.548,0.128,0.151,0.2
671,0021700943,1610612737,Hawks,ATL,Atlanta,240:00,0.548,0.128,0.151,0.2,0.56,0.163,0.13,0.111
672,0021700944,1610612761,Raptors,TOR,Toronto,240:00,0.494,0.325,0.149,0.196,0.406,0.412,0.09,0.18
673,0021700944,1610612766,Hornets,CHA,Charlotte,240:00,0.406,0.412,0.09,0.18,0.494,0.325,0.149,0.196
674,0021700945,1610612764,Wizards,WAS,Washington,240:00,0.482,0.229,0.156,0.238,0.494,0.312,0.173,0.256
675,0021700945,1610612754,Pacers,IND,Indiana,240:00,0.494,0.312,0.173,0.256,0.482,0.229,0.156,0.238
676,0021700946,1610612740,Pelicans,NOP,New Orleans,240:00,0.604,0.231,0.113,0.154,0.5,0.278,0.117,0.196
677,0021700946,1610612742,Mavericks,DAL,Dallas,240:00,0.5,0.278,0.117,0.196,0.604,0.231,0.113,0.154
678,0021700947,1610612755,76ers,PHI,Philadelphia,240:00,0.657,0.314,0.261,0.214,0.547,0.232,0.145,0.381
679,0021700947,1610612749,Bucks,MIL,Milwaukee,240:00,0.547,0.232,0.145,0.381,0.657,0.314,0.261,0.214
680,0021700948,1610612746,Clippers,LAC,LA,240:00,0.583,0.357,0.1,0.184,0.538,0.25,0.136,0.283
681,0021700948,1610612751,Nets,BKN,Brooklyn,240:00,0.538,0.25,0.136,0.283,0.583,0.357,0.1,0.184
682,0021700949,1610612758,Kings,SAC,Sacramento,240:00,0.529,0.128,0.116,0.175,0.489,0.205,0.138,0.326
683,0021700949,1610612752,Knicks,NYK,New York,240:00,0.489,0.205,0.138,0.326,0.529,0.128,0.116,0.175
684,0021700950,1610612765,Pistons,DET,Detroit,240:00,0.46,0.172,0.123,0.16,0.557,0.193,0.142,0.256
685,0021700950,1610612739,Cavaliers,CLE,Cleveland,240:00,0.557,0.193,0.142,0.256,0.46,0.172,0.123,0.16
686,0021700951,1610612749,Bucks,MIL,Milwaukee,240:00,0.493,0.211,0.193,0.216,0.494,0.273,0.161,0.205
687,0021700951,1610612754,Pacers,IND,Indiana,240:00,0.494,0.273,0.161,0.205,0.493,0.211,0.193,0.216
688,0021700952,1610612756,Suns,PHX,Phoenix,240:00,0.54,0.207,0.178,0.255,0.576,0.25,0.104,0.364
689,0021700952,1610612748,Heat,MIA,Miami,240:00,0.576,0.25,0.104,0.364,0.54,0.207,0.178,0.255
690,0021700953,1610612741,Bulls,CHI,Chicago,240:00,0.469,0.247,0.145,0.146,0.56,0.143,0.206,0.293
691,0021700953,1610612738,Celtics,BOS,Boston,240:00,0.56,0.143,0.206,0.293,0.469,0.247,0.145,0.146
692,0021700954,1610612759,Spurs,SAS,San Antonio,240:00,0.5,0.408,0.123,0.1,0.575,0.113,0.204,0.158
693,0021700954,1610612763,Grizzlies,MEM,Memphis,240:00,0.575,0.113,0.204,0.158,0.5,0.408,0.123,0.1
694,0021700955,1610612762,Jazz,UTA,Utah,240:00,0.562,0.247,0.176,0.167,0.406,0.165,0.15,0.125
695,0021700955,1610612753,Magic,ORL,Orlando,240:00,0.406,0.165,0.15,0.125,0.562,0.247,0.176,0.167
696,0021700956,1610612757,Trail Blazers,POR,Portland,240:00,0.482,0.458,0.131,0.149,0.454,0.356,0.105,0.14
697,0021700956,1610612747,Lakers,LAL,Los Angeles,240:00,0.454,0.356,0.105,0.14,0.482,0.458,0.131,0.149
698,0021700957,1610612755,76ers,PHI,Philadelphia,240:00,0.667,0.172,0.143,0.286,0.569,0.388,0.105,0.19
699,0021700957,1610612766,Hornets,CHA,Charlotte,240:00,0.569,0.388,0.105,0.19,0.667,0.172,0.143,0.286
700,0021700958,1610612761,Raptors,TOR,Toronto,240:00,0.443,0.375,0.123,0.347,0.463,0.263,0.222,0.3
701,0021700958,1610612737,Hawks,ATL,Atlanta,240:00,0.463,0.263,0.222,0.3,0.443,0.375,0.123,0.347
702,0021700959,1610612764,Wizards,WAS,Washington,265:00,0.588,0.338,0.185,0.222,0.495,0.287,0.139,0.283
703,0021700959,1610612748,Heat,MIA,Miami,265:00,0.495,0.287,0.139,0.283,0.588,0.338,0.185,0.222
704,0021700960,1610612760,Thunder,OKC,Oklahoma City,240:00,0.559,0.118,0.189,0.286,0.646,0.472,0.208,0.241
